"Wave","Edge_ID","Point_edge","Retained_under_EBICglasso","Percentile_2_5","Percentile_97_5"
2016,"VCF0839--VCF9223",0.018458574204645,TRUE,0,0.0641518038573218
2016,"VCF0879a--VCF0888",-0.090754153248673,TRUE,-0.147515996196915,-0.0347344755615268
2016,"VCF0879a--VCF0890",0.0141694491107246,TRUE,-0.025128638841681,0.0808359340811296
2016,"VCF0879a--VCF0894",0.227269099451679,TRUE,0.168922794009909,0.2718498877617
2016,"VCF0879a--VCF9223",0.440934290526284,TRUE,0.397885930820959,0.481121490977335
2016,"VCF0888--VCF0890",0.215890208797959,TRUE,0.150960919801362,0.27984288045238
2016,"VCF0888--VCF0894",-0.0630943703683428,TRUE,-0.120980351188798,0
2016,"VCF0888--VCF9223",-0.113633115156834,TRUE,-0.167027477029695,-0.0606171671247
2016,"VCF0890--VCF0894",0.122481274464188,TRUE,0.0564125548822389,0.190189868018256
2016,"VCF0890--VCF9223",0.0887466384157413,TRUE,0.0275045811647011,0.13715705947536
2016,"VCF0894--VCF9223",0.0127258634156021,TRUE,0,0.0668507070790339
2020,"VCF0806--VCF0809",0.339019965826395,TRUE,0.302072862761222,0.368902178790591
2020,"VCF0806--VCF0838",0.194720924461167,TRUE,0.156734765547755,0.229384827278064
2020,"VCF0806--VCF0839",0.218609064876532,TRUE,0.182074967379986,0.253452421838979
2020,"VCF0806--VCF0879a",0.0493009287160725,TRUE,0.0143894250695119,0.0860368456535485
2020,"VCF0806--VCF0888",-0.142066445791472,TRUE,-0.176136906980885,-0.106039267067082
2020,"VCF0806--VCF0890",0.0572874494519452,TRUE,0.0184870565799827,0.100030213314063
2020,"VCF0806--VCF0894",0.0796373739812811,TRUE,0.0423262948942065,0.11638603885827
2020,"VCF0806--VCF9223",0.0242233695850124,TRUE,0,0.057343111841733
2020,"VCF0809--VCF0838",0.0284272171043005,TRUE,0,0.0640790267493973
2020,"VCF0809--VCF0839",0.266004849180601,TRUE,0.231524374375354,0.301321360599845
2020,"VCF0809--VCF0879a",0.0313461409353886,TRUE,0,0.0675408203442621
2020,"VCF0809--VCF0888",-0.0260092667248852,TRUE,-0.0634359631229544,0
2020,"VCF0809--VCF0890",0.0975118954026813,TRUE,0.055001238819656,0.134176051667101
2020,"VCF0809--VCF0894",0.167624716218426,TRUE,0.128221700218961,0.202713441233023
2020,"VCF0809--VCF9223",0,FALSE,-0.0258668105972974,0.0188451129984529
2020,"VCF0838--VCF0839",0.0258476371914002,TRUE,0,0.0629148972740117
2020,"VCF0838--VCF0879a",0.00382478480854227,TRUE,0,0.042727968723586
2020,"VCF0838--VCF0888",-0.184835629335573,TRUE,-0.222264269330869,-0.144756769323806
2020,"VCF0838--VCF0890",0.139154682441411,TRUE,0.0988925878049742,0.179218905331012
2020,"VCF0838--VCF0894",0.0578781092811031,TRUE,0.0139999382724308,0.0956989292994532
2020,"VCF0838--VCF9223",0.142161290526218,TRUE,0.106113560470009,0.173401824638876
2020,"VCF0839--VCF0879a",0,FALSE,-0.0353967358535813,0.00546270670058482
2020,"VCF0839--VCF0888",0.0159747561285973,TRUE,0,0.0501873325416131
2020,"VCF0839--VCF0890",0.234815190156645,TRUE,0.198512255772562,0.272474171620911
2020,"VCF0839--VCF0894",0.244511389929148,TRUE,0.208911906661005,0.279923924400993
2020,"VCF0839--VCF9223",0,FALSE,-0.0135220650535092,0.0251458491551258
2020,"VCF0879a--VCF0888",-0.169847882148041,TRUE,-0.208803819848065,-0.133038726333633
2020,"VCF0879a--VCF0890",0.0240302065982658,TRUE,0,0.0705300555434944
2020,"VCF0879a--VCF0894",0.220780809671857,TRUE,0.184078929740737,0.255717526563943
2020,"VCF0879a--VCF9223",0.436152559373321,TRUE,0.401609609112446,0.46530391885207
2020,"VCF0888--VCF0890",0.152332665756861,TRUE,0.107285468131579,0.195519512496366
2020,"VCF0888--VCF0894",-0.068233730564378,TRUE,-0.107512482348375,-0.0308322894548628
2020,"VCF0888--VCF9223",-0.11192935869046,TRUE,-0.15054469559605,-0.0743878029587173
2020,"VCF0890--VCF0894",0.155260312714881,TRUE,0.112226655112776,0.197091840027895
2020,"VCF0890--VCF9223",0.101132031781839,TRUE,0.0576019112970891,0.135025388795257
2020,"VCF0894--VCF9223",0,FALSE,-0.0141877646478875,0.0332815319750828
