"Arm_ID","Wave","Edge_ID","Node_1","Node_2","Primary_edge_weight","Successful_repetitions_saved","Success_rate","Retention_frequency_saved","Primary_state_match_proportion_saved","Same_sign_when_retained","Median_edge_weight_saved","Lower_edge_weight_saved","Upper_edge_weight_saved","Successful_repetitions_recomputed","Retention_frequency_recomputed","Primary_state_match_proportion_recomputed","Median_edge_weight_recomputed","Lower_edge_weight_recomputed","Upper_edge_weight_recomputed","Difference_successful_repetitions","Difference_retention_frequency","Difference_primary_state_match","Difference_median_edge","Difference_lower_edge","Difference_upper_edge","Maximum_row_difference"
"A2",2012,"VCF0879a--VCF9223","VCF0879a","VCF9223",0.469833727138572,1000,1,1,1,1,0.452124938401128,0.382500150982948,0.520095583635381,1000,1,1,0.452124938401128,0.382500150982948,0.520095583635381,0,0,0,-4.44089209850063e-16,-4.44089209850063e-16,2.22044604925031e-16,4.44089209850063e-16
"A2",2016,"VCF0806--VCF0839","VCF0806","VCF0839",0.190850385470592,1000,1,1,1,1,0.19185614621413,0.116436056502912,0.264686030328972,1000,1,1,0.19185614621413,0.116436056502912,0.264686030328972,0,0,0,4.44089209850063e-16,3.7470027081099e-16,3.88578058618805e-16,4.44089209850063e-16
"A2",2016,"VCF0879a--VCF0888","VCF0879a","VCF0888",-0.090754153248673,1000,1,0.974,0.974,1,-0.0894513710748325,-0.173435209647185,0,1000,0.974,0.974,-0.0894513710748325,-0.173435209647185,0,0,0,0,0,-4.44089209850063e-16,0,4.44089209850063e-16
"A2",2016,"VCF0879a--VCF0894","VCF0879a","VCF0894",0.227269099451679,1000,1,1,1,1,0.214685558729353,0.147273811365803,0.283494389639966,1000,1,1,0.214685558729353,0.147273811365803,0.283494389639966,0,0,0,1.38777878078145e-16,2.77555756156289e-16,-4.44089209850063e-16,4.44089209850063e-16
"A2",2020,"VCF0806--VCF0809","VCF0806","VCF0809",0.339019965826395,1000,1,1,1,1,0.333474620446452,0.257900406603115,0.411340141874763,1000,1,1,0.333474620446452,0.257900406603115,0.411340141874763,0,0,0,1.66533453693773e-16,-4.44089209850063e-16,3.33066907387547e-16,4.44089209850063e-16
"A2",2020,"VCF0806--VCF0890","VCF0806","VCF0890",0.0572874494519452,1000,1,0.89,0.885,0.99438202247191,0.0556286840750063,0,0.149575609807159,1000,0.89,0.885,0.0556286840750063,0,0.149575609807159,0,0,0,2.08166817117217e-17,0,-4.44089209850063e-16,4.44089209850063e-16
"A2",2020,"VCF0838--VCF0894","VCF0838","VCF0894",0.0578781092811031,1000,1,0.876,0.87,0.993150684931507,0.0558107455908277,0,0.141667533069459,1000,0.876,0.87,0.0558107455908277,0,0.141667533069459,0,0,0,-1.38777878078145e-17,0,-4.44089209850063e-16,4.44089209850063e-16
"A2",2020,"VCF0879a--VCF0894","VCF0879a","VCF0894",0.220780809671857,1000,1,1,1,1,0.211910216876813,0.126553972980623,0.292722967557607,1000,1,1,0.211910216876813,0.126553972980623,0.292722967557607,0,0,0,-1.94289029309402e-16,-8.32667268468867e-17,-4.44089209850063e-16,4.44089209850063e-16
"A2",2024,"VCF0806--VCF0809","VCF0806","VCF0809",0.286446415679923,1000,1,1,1,1,0.283729489038238,0.203020163295063,0.361484044885131,1000,1,1,0.283729489038238,0.203020163295063,0.361484044885131,0,0,0,4.44089209850063e-16,-1.11022302462516e-16,-5.55111512312578e-17,4.44089209850063e-16
"A2",2024,"VCF0839--VCF0894","VCF0839","VCF0894",0.20897158234944,1000,1,1,1,1,0.207029152063487,0.129276006903315,0.278009448100732,1000,1,1,0.207029152063487,0.129276006903315,0.278009448100732,0,0,0,3.88578058618805e-16,5.55111512312578e-17,-4.44089209850063e-16,4.44089209850063e-16
"A2",2024,"VCF0890--VCF0894","VCF0890","VCF0894",0.24336732785639,1000,1,1,1,1,0.242747104448857,0.154520108271967,0.34003985551237,1000,1,1,0.242747104448857,0.154520108271967,0.34003985551237,0,0,0,5.55111512312578e-17,3.60822483003176e-16,4.44089209850063e-16,4.44089209850063e-16
