"Wave","Pair_index","Node_1","Node_2","Level_1","Level_2","Cell_N","Pairwise_N","Zero_cell","Cell_1_to_4"
2020,13,"VCF0809","VCF0890","1","2",339,5094,FALSE,FALSE
2020,13,"VCF0809","VCF0890","2","2",273,5094,FALSE,FALSE
2020,13,"VCF0809","VCF0890","3","2",199,5094,FALSE,FALSE
2020,13,"VCF0809","VCF0890","4","2",258,5094,FALSE,FALSE
2020,13,"VCF0809","VCF0890","5","2",118,5094,FALSE,FALSE
2020,13,"VCF0809","VCF0890","6","2",64,5094,FALSE,FALSE
2020,13,"VCF0809","VCF0890","7","2",51,5094,FALSE,FALSE
2020,13,"VCF0809","VCF0890","1","3",314,5094,FALSE,FALSE
2020,13,"VCF0809","VCF0890","2","3",319,5094,FALSE,FALSE
2020,13,"VCF0809","VCF0890","3","3",405,5094,FALSE,FALSE
2020,13,"VCF0809","VCF0890","4","3",689,5094,FALSE,FALSE
2020,13,"VCF0809","VCF0890","5","3",619,5094,FALSE,FALSE
2020,13,"VCF0809","VCF0890","6","3",505,5094,FALSE,FALSE
2020,13,"VCF0809","VCF0890","7","3",563,5094,FALSE,FALSE
2020,14,"VCF0809","VCF0894","1","1",546,5094,FALSE,FALSE
2020,14,"VCF0809","VCF0894","2","1",339,5094,FALSE,FALSE
2020,14,"VCF0809","VCF0894","3","1",231,5094,FALSE,FALSE
2020,14,"VCF0809","VCF0894","4","1",202,5094,FALSE,FALSE
2020,14,"VCF0809","VCF0894","5","1",79,5094,FALSE,FALSE
2020,14,"VCF0809","VCF0894","6","1",44,5094,FALSE,FALSE
2020,14,"VCF0809","VCF0894","7","1",43,5094,FALSE,FALSE
2020,14,"VCF0809","VCF0894","1","2",253,5094,FALSE,FALSE
2020,14,"VCF0809","VCF0894","2","2",292,5094,FALSE,FALSE
2020,14,"VCF0809","VCF0894","3","2",325,5094,FALSE,FALSE
2020,14,"VCF0809","VCF0894","4","2",519,5094,FALSE,FALSE
2020,14,"VCF0809","VCF0894","5","2",342,5094,FALSE,FALSE
2020,14,"VCF0809","VCF0894","6","2",190,5094,FALSE,FALSE
2020,14,"VCF0809","VCF0894","7","2",168,5094,FALSE,FALSE
2020,14,"VCF0809","VCF0894","1","3",39,5094,FALSE,FALSE
2020,14,"VCF0809","VCF0894","2","3",52,5094,FALSE,FALSE
2020,14,"VCF0809","VCF0894","3","3",97,5094,FALSE,FALSE
2020,14,"VCF0809","VCF0894","4","3",258,5094,FALSE,FALSE
2020,14,"VCF0809","VCF0894","5","3",324,5094,FALSE,FALSE
2020,14,"VCF0809","VCF0894","6","3",340,5094,FALSE,FALSE
2020,14,"VCF0809","VCF0894","7","3",411,5094,FALSE,FALSE
2020,15,"VCF0809","VCF9223","1","1",139,5094,FALSE,FALSE
2020,15,"VCF0809","VCF9223","2","1",63,5094,FALSE,FALSE
2020,15,"VCF0809","VCF9223","3","1",40,5094,FALSE,FALSE
2020,15,"VCF0809","VCF9223","4","1",57,5094,FALSE,FALSE
2020,15,"VCF0809","VCF9223","5","1",20,5094,FALSE,FALSE
2020,15,"VCF0809","VCF9223","6","1",15,5094,FALSE,FALSE
2020,15,"VCF0809","VCF9223","7","1",50,5094,FALSE,FALSE
2020,15,"VCF0809","VCF9223","1","2",212,5094,FALSE,FALSE
2020,15,"VCF0809","VCF9223","2","2",154,5094,FALSE,FALSE
2020,15,"VCF0809","VCF9223","3","2",120,5094,FALSE,FALSE
2020,15,"VCF0809","VCF9223","4","2",126,5094,FALSE,FALSE
2020,15,"VCF0809","VCF9223","5","2",61,5094,FALSE,FALSE
2020,15,"VCF0809","VCF9223","6","2",38,5094,FALSE,FALSE
2020,15,"VCF0809","VCF9223","7","2",60,5094,FALSE,FALSE
2020,15,"VCF0809","VCF9223","1","3",351,5094,FALSE,FALSE
2020,15,"VCF0809","VCF9223","2","3",313,5094,FALSE,FALSE
2020,15,"VCF0809","VCF9223","3","3",313,5094,FALSE,FALSE
2020,15,"VCF0809","VCF9223","4","3",403,5094,FALSE,FALSE
2020,15,"VCF0809","VCF9223","5","3",262,5094,FALSE,FALSE
2020,15,"VCF0809","VCF9223","6","3",173,5094,FALSE,FALSE
2020,15,"VCF0809","VCF9223","7","3",163,5094,FALSE,FALSE
2020,15,"VCF0809","VCF9223","1","4",136,5094,FALSE,FALSE
2020,15,"VCF0809","VCF9223","2","4",153,5094,FALSE,FALSE
2020,15,"VCF0809","VCF9223","3","4",180,5094,FALSE,FALSE
2020,15,"VCF0809","VCF9223","4","4",393,5094,FALSE,FALSE
2020,15,"VCF0809","VCF9223","5","4",402,5094,FALSE,FALSE
2020,15,"VCF0809","VCF9223","6","4",348,5094,FALSE,FALSE
2020,15,"VCF0809","VCF9223","7","4",349,5094,FALSE,FALSE
2020,16,"VCF0838","VCF0839","1","1",91,5094,FALSE,FALSE
2020,16,"VCF0838","VCF0839","2","1",157,5094,FALSE,FALSE
2020,16,"VCF0838","VCF0839","3","1",52,5094,FALSE,FALSE
2020,16,"VCF0838","VCF0839","4","1",68,5094,FALSE,FALSE
2020,16,"VCF0838","VCF0839","1","2",82,5094,FALSE,FALSE
2020,16,"VCF0838","VCF0839","2","2",175,5094,FALSE,FALSE
2020,16,"VCF0838","VCF0839","3","2",70,5094,FALSE,FALSE
2020,16,"VCF0838","VCF0839","4","2",76,5094,FALSE,FALSE
2020,16,"VCF0838","VCF0839","1","3",103,5094,FALSE,FALSE
2020,16,"VCF0838","VCF0839","2","3",224,5094,FALSE,FALSE
2020,16,"VCF0838","VCF0839","3","3",132,5094,FALSE,FALSE
2020,16,"VCF0838","VCF0839","4","3",184,5094,FALSE,FALSE
2020,16,"VCF0838","VCF0839","1","4",106,5094,FALSE,FALSE
2020,16,"VCF0838","VCF0839","2","4",280,5094,FALSE,FALSE
2020,16,"VCF0838","VCF0839","3","4",179,5094,FALSE,FALSE
2020,16,"VCF0838","VCF0839","4","4",496,5094,FALSE,FALSE
2020,16,"VCF0838","VCF0839","1","5",49,5094,FALSE,FALSE
2020,16,"VCF0838","VCF0839","2","5",156,5094,FALSE,FALSE
2020,16,"VCF0838","VCF0839","3","5",144,5094,FALSE,FALSE
2020,16,"VCF0838","VCF0839","4","5",622,5094,FALSE,FALSE
2020,16,"VCF0838","VCF0839","1","6",19,5094,FALSE,FALSE
2020,16,"VCF0838","VCF0839","2","6",79,5094,FALSE,FALSE
2020,16,"VCF0838","VCF0839","3","6",65,5094,FALSE,FALSE
2020,16,"VCF0838","VCF0839","4","6",550,5094,FALSE,FALSE
2020,16,"VCF0838","VCF0839","1","7",58,5094,FALSE,FALSE
2020,16,"VCF0838","VCF0839","2","7",118,5094,FALSE,FALSE
2020,16,"VCF0838","VCF0839","3","7",90,5094,FALSE,FALSE
2020,16,"VCF0838","VCF0839","4","7",669,5094,FALSE,FALSE
2020,17,"VCF0838","VCF0879a","1","1",194,5094,FALSE,FALSE
2020,17,"VCF0838","VCF0879a","2","1",495,5094,FALSE,FALSE
2020,17,"VCF0838","VCF0879a","3","1",232,5094,FALSE,FALSE
2020,17,"VCF0838","VCF0879a","4","1",457,5094,FALSE,FALSE
2020,17,"VCF0838","VCF0879a","1","3",238,5094,FALSE,FALSE
2020,17,"VCF0838","VCF0879a","2","3",523,5094,FALSE,FALSE
2020,17,"VCF0838","VCF0879a","3","3",333,5094,FALSE,FALSE
2020,17,"VCF0838","VCF0879a","4","3",935,5094,FALSE,FALSE
2020,17,"VCF0838","VCF0879a","1","5",76,5094,FALSE,FALSE
2020,17,"VCF0838","VCF0879a","2","5",171,5094,FALSE,FALSE
2020,17,"VCF0838","VCF0879a","3","5",167,5094,FALSE,FALSE
2020,17,"VCF0838","VCF0879a","4","5",1273,5094,FALSE,FALSE
2020,18,"VCF0838","VCF0888","1","1",22,5094,FALSE,FALSE
2020,18,"VCF0838","VCF0888","2","1",36,5094,FALSE,FALSE
2020,18,"VCF0838","VCF0888","3","1",62,5094,FALSE,FALSE
2020,18,"VCF0838","VCF0888","4","1",557,5094,FALSE,FALSE
2020,18,"VCF0838","VCF0888","1","2",128,5094,FALSE,FALSE
2020,18,"VCF0838","VCF0888","2","2",316,5094,FALSE,FALSE
2020,18,"VCF0838","VCF0888","3","2",253,5094,FALSE,FALSE
2020,18,"VCF0838","VCF0888","4","2",1080,5094,FALSE,FALSE
2020,18,"VCF0838","VCF0888","1","3",358,5094,FALSE,FALSE
2020,18,"VCF0838","VCF0888","2","3",837,5094,FALSE,FALSE
2020,18,"VCF0838","VCF0888","3","3",417,5094,FALSE,FALSE
2020,18,"VCF0838","VCF0888","4","3",1028,5094,FALSE,FALSE
2020,19,"VCF0838","VCF0890","1","1",85,5094,FALSE,FALSE
2020,19,"VCF0838","VCF0890","2","1",161,5094,FALSE,FALSE
2020,19,"VCF0838","VCF0890","3","1",64,5094,FALSE,FALSE
2020,19,"VCF0838","VCF0890","4","1",68,5094,FALSE,FALSE
2020,19,"VCF0838","VCF0890","1","2",210,5094,FALSE,FALSE
2020,19,"VCF0838","VCF0890","2","2",424,5094,FALSE,FALSE
2020,19,"VCF0838","VCF0890","3","2",210,5094,FALSE,FALSE
2020,19,"VCF0838","VCF0890","4","2",458,5094,FALSE,FALSE
2020,19,"VCF0838","VCF0890","1","3",213,5094,FALSE,FALSE
2020,19,"VCF0838","VCF0890","2","3",604,5094,FALSE,FALSE
2020,19,"VCF0838","VCF0890","3","3",458,5094,FALSE,FALSE
2020,19,"VCF0838","VCF0890","4","3",2139,5094,FALSE,FALSE
2020,20,"VCF0838","VCF0894","1","1",266,5094,FALSE,FALSE
2020,20,"VCF0838","VCF0894","2","1",556,5094,FALSE,FALSE
2020,20,"VCF0838","VCF0894","3","1",248,5094,FALSE,FALSE
2020,20,"VCF0838","VCF0894","4","1",414,5094,FALSE,FALSE
2020,20,"VCF0838","VCF0894","1","2",177,5094,FALSE,FALSE
2020,20,"VCF0838","VCF0894","2","2",481,5094,FALSE,FALSE
2020,20,"VCF0838","VCF0894","3","2",335,5094,FALSE,FALSE
2020,20,"VCF0838","VCF0894","4","2",1096,5094,FALSE,FALSE
2020,20,"VCF0838","VCF0894","1","3",65,5094,FALSE,FALSE
2020,20,"VCF0838","VCF0894","2","3",152,5094,FALSE,FALSE
2020,20,"VCF0838","VCF0894","3","3",149,5094,FALSE,FALSE
2020,20,"VCF0838","VCF0894","4","3",1155,5094,FALSE,FALSE
2020,21,"VCF0838","VCF9223","1","1",74,5094,FALSE,FALSE
2020,21,"VCF0838","VCF9223","2","1",139,5094,FALSE,FALSE
2020,21,"VCF0838","VCF9223","3","1",63,5094,FALSE,FALSE
2020,21,"VCF0838","VCF9223","4","1",108,5094,FALSE,FALSE
2020,21,"VCF0838","VCF9223","1","2",130,5094,FALSE,FALSE
2020,21,"VCF0838","VCF9223","2","2",289,5094,FALSE,FALSE
2020,21,"VCF0838","VCF9223","3","2",121,5094,FALSE,FALSE
2020,21,"VCF0838","VCF9223","4","2",231,5094,FALSE,FALSE
2020,21,"VCF0838","VCF9223","1","3",218,5094,FALSE,FALSE
2020,21,"VCF0838","VCF9223","2","3",548,5094,FALSE,FALSE
2020,21,"VCF0838","VCF9223","3","3",322,5094,FALSE,FALSE
2020,21,"VCF0838","VCF9223","4","3",890,5094,FALSE,FALSE
2020,21,"VCF0838","VCF9223","1","4",86,5094,FALSE,FALSE
2020,21,"VCF0838","VCF9223","2","4",213,5094,FALSE,FALSE
2020,21,"VCF0838","VCF9223","3","4",226,5094,FALSE,FALSE
2020,21,"VCF0838","VCF9223","4","4",1436,5094,FALSE,FALSE
2020,22,"VCF0839","VCF0879a","1","1",189,5094,FALSE,FALSE
2020,22,"VCF0839","VCF0879a","2","1",184,5094,FALSE,FALSE
2020,22,"VCF0839","VCF0879a","3","1",241,5094,FALSE,FALSE
2020,22,"VCF0839","VCF0879a","4","1",329,5094,FALSE,FALSE
2020,22,"VCF0839","VCF0879a","5","1",179,5094,FALSE,FALSE
2020,22,"VCF0839","VCF0879a","6","1",92,5094,FALSE,FALSE
2020,22,"VCF0839","VCF0879a","7","1",164,5094,FALSE,FALSE
2020,22,"VCF0839","VCF0879a","1","3",143,5094,FALSE,FALSE
2020,22,"VCF0839","VCF0879a","2","3",178,5094,FALSE,FALSE
2020,22,"VCF0839","VCF0879a","3","3",314,5094,FALSE,FALSE
2020,22,"VCF0839","VCF0879a","4","3",495,5094,FALSE,FALSE
2020,22,"VCF0839","VCF0879a","5","3",387,5094,FALSE,FALSE
2020,22,"VCF0839","VCF0879a","6","3",223,5094,FALSE,FALSE
2020,22,"VCF0839","VCF0879a","7","3",289,5094,FALSE,FALSE
2020,22,"VCF0839","VCF0879a","1","5",36,5094,FALSE,FALSE
2020,22,"VCF0839","VCF0879a","2","5",41,5094,FALSE,FALSE
2020,22,"VCF0839","VCF0879a","3","5",88,5094,FALSE,FALSE
2020,22,"VCF0839","VCF0879a","4","5",237,5094,FALSE,FALSE
2020,22,"VCF0839","VCF0879a","5","5",405,5094,FALSE,FALSE
2020,22,"VCF0839","VCF0879a","6","5",398,5094,FALSE,FALSE
2020,22,"VCF0839","VCF0879a","7","5",482,5094,FALSE,FALSE
2020,23,"VCF0839","VCF0888","1","1",30,5094,FALSE,FALSE
2020,23,"VCF0839","VCF0888","2","1",14,5094,FALSE,FALSE
2020,23,"VCF0839","VCF0888","3","1",37,5094,FALSE,FALSE
2020,23,"VCF0839","VCF0888","4","1",65,5094,FALSE,FALSE
2020,23,"VCF0839","VCF0888","5","1",131,5094,FALSE,FALSE
2020,23,"VCF0839","VCF0888","6","1",148,5094,FALSE,FALSE
2020,23,"VCF0839","VCF0888","7","1",252,5094,FALSE,FALSE
2020,23,"VCF0839","VCF0888","1","2",91,5094,FALSE,FALSE
2020,23,"VCF0839","VCF0888","2","2",107,5094,FALSE,FALSE
2020,23,"VCF0839","VCF0888","3","2",200,5094,FALSE,FALSE
2020,23,"VCF0839","VCF0888","4","2",393,5094,FALSE,FALSE
2020,23,"VCF0839","VCF0888","5","2",424,5094,FALSE,FALSE
2020,23,"VCF0839","VCF0888","6","2",297,5094,FALSE,FALSE
2020,23,"VCF0839","VCF0888","7","2",265,5094,FALSE,FALSE
2020,23,"VCF0839","VCF0888","1","3",247,5094,FALSE,FALSE
2020,23,"VCF0839","VCF0888","2","3",282,5094,FALSE,FALSE
2020,23,"VCF0839","VCF0888","3","3",406,5094,FALSE,FALSE
2020,23,"VCF0839","VCF0888","4","3",603,5094,FALSE,FALSE
2020,23,"VCF0839","VCF0888","5","3",416,5094,FALSE,FALSE
2020,23,"VCF0839","VCF0888","6","3",268,5094,FALSE,FALSE
2020,23,"VCF0839","VCF0888","7","3",418,5094,FALSE,FALSE
2020,24,"VCF0839","VCF0890","1","1",131,5094,FALSE,FALSE
2020,24,"VCF0839","VCF0890","2","1",83,5094,FALSE,FALSE
2020,24,"VCF0839","VCF0890","3","1",81,5094,FALSE,FALSE
2020,24,"VCF0839","VCF0890","4","1",54,5094,FALSE,FALSE
2020,24,"VCF0839","VCF0890","5","1",8,5094,FALSE,FALSE
2020,24,"VCF0839","VCF0890","6","1",5,5094,FALSE,FALSE
2020,24,"VCF0839","VCF0890","7","1",16,5094,FALSE,FALSE
2020,24,"VCF0839","VCF0890","1","2",127,5094,FALSE,FALSE
2020,24,"VCF0839","VCF0890","2","2",190,5094,FALSE,FALSE
2020,24,"VCF0839","VCF0890","3","2",277,5094,FALSE,FALSE
2020,24,"VCF0839","VCF0890","4","2",376,5094,FALSE,FALSE
2020,24,"VCF0839","VCF0890","5","2",167,5094,FALSE,FALSE
2020,24,"VCF0839","VCF0890","6","2",82,5094,FALSE,FALSE
2020,24,"VCF0839","VCF0890","7","2",83,5094,FALSE,FALSE
2020,24,"VCF0839","VCF0890","1","3",110,5094,FALSE,FALSE
2020,24,"VCF0839","VCF0890","2","3",130,5094,FALSE,FALSE
2020,24,"VCF0839","VCF0890","3","3",285,5094,FALSE,FALSE
2020,24,"VCF0839","VCF0890","4","3",631,5094,FALSE,FALSE
2020,24,"VCF0839","VCF0890","5","3",796,5094,FALSE,FALSE
2020,24,"VCF0839","VCF0890","6","3",626,5094,FALSE,FALSE
2020,24,"VCF0839","VCF0890","7","3",836,5094,FALSE,FALSE
2020,25,"VCF0839","VCF0894","1","1",294,5094,FALSE,FALSE
2020,25,"VCF0839","VCF0894","2","1",253,5094,FALSE,FALSE
2020,25,"VCF0839","VCF0894","3","1",344,5094,FALSE,FALSE
2020,25,"VCF0839","VCF0894","4","1",316,5094,FALSE,FALSE
2020,25,"VCF0839","VCF0894","5","1",133,5094,FALSE,FALSE
2020,25,"VCF0839","VCF0894","6","1",62,5094,FALSE,FALSE
2020,25,"VCF0839","VCF0894","7","1",82,5094,FALSE,FALSE
2020,25,"VCF0839","VCF0894","1","2",66,5094,FALSE,FALSE
2020,25,"VCF0839","VCF0894","2","2",138,5094,FALSE,FALSE
2020,25,"VCF0839","VCF0894","3","2",268,5094,FALSE,FALSE
2020,25,"VCF0839","VCF0894","4","2",594,5094,FALSE,FALSE
2020,25,"VCF0839","VCF0894","5","2",489,5094,FALSE,FALSE
2020,25,"VCF0839","VCF0894","6","2",259,5094,FALSE,FALSE
2020,25,"VCF0839","VCF0894","7","2",275,5094,FALSE,FALSE
2020,25,"VCF0839","VCF0894","1","3",8,5094,FALSE,FALSE
2020,25,"VCF0839","VCF0894","2","3",12,5094,FALSE,FALSE
2020,25,"VCF0839","VCF0894","3","3",31,5094,FALSE,FALSE
2020,25,"VCF0839","VCF0894","4","3",151,5094,FALSE,FALSE
2020,25,"VCF0839","VCF0894","5","3",349,5094,FALSE,FALSE
2020,25,"VCF0839","VCF0894","6","3",392,5094,FALSE,FALSE
2020,25,"VCF0839","VCF0894","7","3",578,5094,FALSE,FALSE
2020,26,"VCF0839","VCF9223","1","1",78,5094,FALSE,FALSE
2020,26,"VCF0839","VCF9223","2","1",44,5094,FALSE,FALSE
2020,26,"VCF0839","VCF9223","3","1",59,5094,FALSE,FALSE
2020,26,"VCF0839","VCF9223","4","1",80,5094,FALSE,FALSE
2020,26,"VCF0839","VCF9223","5","1",46,5094,FALSE,FALSE
2020,26,"VCF0839","VCF9223","6","1",18,5094,FALSE,FALSE
2020,26,"VCF0839","VCF9223","7","1",59,5094,FALSE,FALSE
2020,26,"VCF0839","VCF9223","1","2",92,5094,FALSE,FALSE
2020,26,"VCF0839","VCF9223","2","2",103,5094,FALSE,FALSE
2020,26,"VCF0839","VCF9223","3","2",148,5094,FALSE,FALSE
2020,26,"VCF0839","VCF9223","4","2",196,5094,FALSE,FALSE
2020,26,"VCF0839","VCF9223","5","2",88,5094,FALSE,FALSE
2020,26,"VCF0839","VCF9223","6","2",52,5094,FALSE,FALSE
2020,26,"VCF0839","VCF9223","7","2",92,5094,FALSE,FALSE
2020,26,"VCF0839","VCF9223","1","3",143,5094,FALSE,FALSE
2020,26,"VCF0839","VCF9223","2","3",201,5094,FALSE,FALSE
2020,26,"VCF0839","VCF9223","3","3",293,5094,FALSE,FALSE
2020,26,"VCF0839","VCF9223","4","3",470,5094,FALSE,FALSE
2020,26,"VCF0839","VCF9223","5","3",387,5094,FALSE,FALSE
2020,26,"VCF0839","VCF9223","6","3",218,5094,FALSE,FALSE
2020,26,"VCF0839","VCF9223","7","3",266,5094,FALSE,FALSE
2020,26,"VCF0839","VCF9223","1","4",55,5094,FALSE,FALSE
2020,26,"VCF0839","VCF9223","2","4",55,5094,FALSE,FALSE
2020,26,"VCF0839","VCF9223","3","4",143,5094,FALSE,FALSE
2020,26,"VCF0839","VCF9223","4","4",315,5094,FALSE,FALSE
2020,26,"VCF0839","VCF9223","5","4",450,5094,FALSE,FALSE
2020,26,"VCF0839","VCF9223","6","4",425,5094,FALSE,FALSE
2020,26,"VCF0839","VCF9223","7","4",518,5094,FALSE,FALSE
2020,27,"VCF0879a","VCF0888","1","1",65,5094,FALSE,FALSE
2020,27,"VCF0879a","VCF0888","3","1",154,5094,FALSE,FALSE
2020,27,"VCF0879a","VCF0888","5","1",458,5094,FALSE,FALSE
2020,27,"VCF0879a","VCF0888","1","2",363,5094,FALSE,FALSE
2020,27,"VCF0879a","VCF0888","3","2",716,5094,FALSE,FALSE
2020,27,"VCF0879a","VCF0888","5","2",698,5094,FALSE,FALSE
2020,27,"VCF0879a","VCF0888","1","3",950,5094,FALSE,FALSE
2020,27,"VCF0879a","VCF0888","3","3",1159,5094,FALSE,FALSE
2020,27,"VCF0879a","VCF0888","5","3",531,5094,FALSE,FALSE
2020,28,"VCF0879a","VCF0890","1","1",192,5094,FALSE,FALSE
2020,28,"VCF0879a","VCF0890","3","1",138,5094,FALSE,FALSE
2020,28,"VCF0879a","VCF0890","5","1",48,5094,FALSE,FALSE
2020,28,"VCF0879a","VCF0890","1","2",489,5094,FALSE,FALSE
2020,28,"VCF0879a","VCF0890","3","2",582,5094,FALSE,FALSE
2020,28,"VCF0879a","VCF0890","5","2",231,5094,FALSE,FALSE
2020,28,"VCF0879a","VCF0890","1","3",697,5094,FALSE,FALSE
2020,28,"VCF0879a","VCF0890","3","3",1309,5094,FALSE,FALSE
2020,28,"VCF0879a","VCF0890","5","3",1408,5094,FALSE,FALSE
2020,29,"VCF0879a","VCF0894","1","1",711,5094,FALSE,FALSE
2020,29,"VCF0879a","VCF0894","3","1",606,5094,FALSE,FALSE
2020,29,"VCF0879a","VCF0894","5","1",167,5094,FALSE,FALSE
2020,29,"VCF0879a","VCF0894","1","2",508,5094,FALSE,FALSE
2020,29,"VCF0879a","VCF0894","3","2",991,5094,FALSE,FALSE
2020,29,"VCF0879a","VCF0894","5","2",590,5094,FALSE,FALSE
2020,29,"VCF0879a","VCF0894","1","3",159,5094,FALSE,FALSE
2020,29,"VCF0879a","VCF0894","3","3",432,5094,FALSE,FALSE
2020,29,"VCF0879a","VCF0894","5","3",930,5094,FALSE,FALSE
2020,30,"VCF0879a","VCF9223","1","1",293,5094,FALSE,FALSE
2020,30,"VCF0879a","VCF9223","3","1",58,5094,FALSE,FALSE
2020,30,"VCF0879a","VCF9223","5","1",33,5094,FALSE,FALSE
2020,30,"VCF0879a","VCF9223","1","2",419,5094,FALSE,FALSE
2020,30,"VCF0879a","VCF9223","3","2",281,5094,FALSE,FALSE
2020,30,"VCF0879a","VCF9223","5","2",71,5094,FALSE,FALSE
2020,30,"VCF0879a","VCF9223","1","3",535,5094,FALSE,FALSE
2020,30,"VCF0879a","VCF9223","3","3",979,5094,FALSE,FALSE
2020,30,"VCF0879a","VCF9223","5","3",464,5094,FALSE,FALSE
2020,30,"VCF0879a","VCF9223","1","4",131,5094,FALSE,FALSE
2020,30,"VCF0879a","VCF9223","3","4",711,5094,FALSE,FALSE
2020,30,"VCF0879a","VCF9223","5","4",1119,5094,FALSE,FALSE
2020,31,"VCF0888","VCF0890","1","1",40,5094,FALSE,FALSE
2020,31,"VCF0888","VCF0890","2","1",102,5094,FALSE,FALSE
2020,31,"VCF0888","VCF0890","3","1",236,5094,FALSE,FALSE
2020,31,"VCF0888","VCF0890","1","2",61,5094,FALSE,FALSE
2020,31,"VCF0888","VCF0890","2","2",526,5094,FALSE,FALSE
2020,31,"VCF0888","VCF0890","3","2",715,5094,FALSE,FALSE
2020,31,"VCF0888","VCF0890","1","3",576,5094,FALSE,FALSE
2020,31,"VCF0888","VCF0890","2","3",1149,5094,FALSE,FALSE
2020,31,"VCF0888","VCF0890","3","3",1689,5094,FALSE,FALSE
2020,32,"VCF0888","VCF0894","1","1",90,5094,FALSE,FALSE
2020,32,"VCF0888","VCF0894","2","1",390,5094,FALSE,FALSE
2020,32,"VCF0888","VCF0894","3","1",1004,5094,FALSE,FALSE
2020,32,"VCF0888","VCF0894","1","2",150,5094,FALSE,FALSE
2020,32,"VCF0888","VCF0894","2","2",879,5094,FALSE,FALSE
2020,32,"VCF0888","VCF0894","3","2",1060,5094,FALSE,FALSE
2020,32,"VCF0888","VCF0894","1","3",437,5094,FALSE,FALSE
2020,32,"VCF0888","VCF0894","2","3",508,5094,FALSE,FALSE
2020,32,"VCF0888","VCF0894","3","3",576,5094,FALSE,FALSE
2020,33,"VCF0888","VCF9223","1","1",20,5094,FALSE,FALSE
2020,33,"VCF0888","VCF9223","2","1",76,5094,FALSE,FALSE
2020,33,"VCF0888","VCF9223","3","1",288,5094,FALSE,FALSE
2020,33,"VCF0888","VCF9223","1","2",38,5094,FALSE,FALSE
2020,33,"VCF0888","VCF9223","2","2",208,5094,FALSE,FALSE
2020,33,"VCF0888","VCF9223","3","2",525,5094,FALSE,FALSE
2020,33,"VCF0888","VCF9223","1","3",165,5094,FALSE,FALSE
2020,33,"VCF0888","VCF9223","2","3",671,5094,FALSE,FALSE
2020,33,"VCF0888","VCF9223","3","3",1142,5094,FALSE,FALSE
2020,33,"VCF0888","VCF9223","1","4",454,5094,FALSE,FALSE
2020,33,"VCF0888","VCF9223","2","4",822,5094,FALSE,FALSE
2020,33,"VCF0888","VCF9223","3","4",685,5094,FALSE,FALSE
2020,34,"VCF0890","VCF0894","1","1",270,5094,FALSE,FALSE
2020,34,"VCF0890","VCF0894","2","1",530,5094,FALSE,FALSE
2020,34,"VCF0890","VCF0894","3","1",684,5094,FALSE,FALSE
2020,34,"VCF0890","VCF0894","1","2",93,5094,FALSE,FALSE
2020,34,"VCF0890","VCF0894","2","2",654,5094,FALSE,FALSE
2020,34,"VCF0890","VCF0894","3","2",1342,5094,FALSE,FALSE
2020,34,"VCF0890","VCF0894","1","3",15,5094,FALSE,FALSE
2020,34,"VCF0890","VCF0894","2","3",118,5094,FALSE,FALSE
2020,34,"VCF0890","VCF0894","3","3",1388,5094,FALSE,FALSE
2020,35,"VCF0890","VCF9223","1","1",66,5094,FALSE,FALSE
2020,35,"VCF0890","VCF9223","2","1",135,5094,FALSE,FALSE
2020,35,"VCF0890","VCF9223","3","1",183,5094,FALSE,FALSE
2020,35,"VCF0890","VCF9223","1","2",102,5094,FALSE,FALSE
2020,35,"VCF0890","VCF9223","2","2",277,5094,FALSE,FALSE
2020,35,"VCF0890","VCF9223","3","2",392,5094,FALSE,FALSE
2020,35,"VCF0890","VCF9223","1","3",161,5094,FALSE,FALSE
2020,35,"VCF0890","VCF9223","2","3",592,5094,FALSE,FALSE
2020,35,"VCF0890","VCF9223","3","3",1225,5094,FALSE,FALSE
2020,35,"VCF0890","VCF9223","1","4",49,5094,FALSE,FALSE
2020,35,"VCF0890","VCF9223","2","4",298,5094,FALSE,FALSE
2020,35,"VCF0890","VCF9223","3","4",1614,5094,FALSE,FALSE
2020,36,"VCF0894","VCF9223","1","1",211,5094,FALSE,FALSE
2020,36,"VCF0894","VCF9223","2","1",123,5094,FALSE,FALSE
2020,36,"VCF0894","VCF9223","3","1",50,5094,FALSE,FALSE
2020,36,"VCF0894","VCF9223","1","2",355,5094,FALSE,FALSE
2020,36,"VCF0894","VCF9223","2","2",306,5094,FALSE,FALSE
2020,36,"VCF0894","VCF9223","3","2",110,5094,FALSE,FALSE
2020,36,"VCF0894","VCF9223","1","3",652,5094,FALSE,FALSE
2020,36,"VCF0894","VCF9223","2","3",865,5094,FALSE,FALSE
2020,36,"VCF0894","VCF9223","3","3",461,5094,FALSE,FALSE
2020,36,"VCF0894","VCF9223","1","4",266,5094,FALSE,FALSE
2020,36,"VCF0894","VCF9223","2","4",795,5094,FALSE,FALSE
2020,36,"VCF0894","VCF9223","3","4",900,5094,FALSE,FALSE
2024,1,"VCF0806","VCF0809","1","1",224,2823,FALSE,FALSE
2024,1,"VCF0806","VCF0809","2","1",53,2823,FALSE,FALSE
2024,1,"VCF0806","VCF0809","3","1",55,2823,FALSE,FALSE
2024,1,"VCF0806","VCF0809","4","1",35,2823,FALSE,FALSE
2024,1,"VCF0806","VCF0809","5","1",24,2823,FALSE,FALSE
