"Arm_ID","Wave","Edge_ID","Node_1","Node_2","Primary_edge_weight","Sensitivity_edge_weight","Primary_retained","Sensitivity_retained","Primary_sign","Sensitivity_sign","State_matches_primary","Absolute_edge_difference"
"A1",2024,"VCF0809--VCF0890","VCF0809","VCF0890",0.0707344951564464,0.0717678950381073,TRUE,TRUE,"POSITIVE","POSITIVE",TRUE,0.0010333998816609
"A1",2024,"VCF0838--VCF0890","VCF0838","VCF0890",0.101584072151753,0.102768816362976,TRUE,TRUE,"POSITIVE","POSITIVE",TRUE,0.00118474421122376
"A1",2024,"VCF0839--VCF0890","VCF0839","VCF0890",0.266945440954792,0.268019117409881,TRUE,TRUE,"POSITIVE","POSITIVE",TRUE,0.0010736764550886
"A1",2024,"VCF0879a--VCF0890","VCF0879a","VCF0890",0.0186928727184489,0,TRUE,FALSE,"POSITIVE","ZERO",FALSE,0.0186928727184489
"A1",2024,"VCF0888--VCF0890","VCF0888","VCF0890",0.202850964978324,0.213853225720159,TRUE,TRUE,"POSITIVE","POSITIVE",TRUE,0.0110022607418352
"A1",2024,"VCF0806--VCF0894","VCF0806","VCF0894",0.115925421886945,0.114823036441332,TRUE,TRUE,"POSITIVE","POSITIVE",TRUE,0.00110238544561368
"A1",2024,"VCF0809--VCF0894","VCF0809","VCF0894",0.158881201459168,0.159971690535822,TRUE,TRUE,"POSITIVE","POSITIVE",TRUE,0.00109048907665343
"A1",2024,"VCF0838--VCF0894","VCF0838","VCF0894",0.0597191234757199,0.0585033643474045,TRUE,TRUE,"POSITIVE","POSITIVE",TRUE,0.00121575912831541
"A1",2024,"VCF0839--VCF0894","VCF0839","VCF0894",0.20897158234944,0.208665727611967,TRUE,TRUE,"POSITIVE","POSITIVE",TRUE,0.000305854737473271
"A1",2024,"VCF0879a--VCF0894","VCF0879a","VCF0894",0.117685330392291,0.117691163077343,TRUE,TRUE,"POSITIVE","POSITIVE",TRUE,5.8326850517626e-06
"A1",2024,"VCF0888--VCF0894","VCF0888","VCF0894",-0.0305512817079149,0,TRUE,FALSE,"NEGATIVE","ZERO",FALSE,0.0305512817079149
"A1",2024,"VCF0890--VCF0894","VCF0890","VCF0894",0.24336732785639,0.24417820504853,TRUE,TRUE,"POSITIVE","POSITIVE",TRUE,0.000810877192140735
"A1",2024,"VCF0806--VCF9223","VCF0806","VCF9223",0.103479021160507,0.106456762557892,TRUE,TRUE,"POSITIVE","POSITIVE",TRUE,0.00297774139738444
"A1",2024,"VCF0809--VCF9223","VCF0809","VCF9223",0,0,FALSE,FALSE,"ZERO","ZERO",TRUE,0
"A1",2024,"VCF0838--VCF9223","VCF0838","VCF9223",0.255748972788864,0.257261718325923,TRUE,TRUE,"POSITIVE","POSITIVE",TRUE,0.00151274553705949
"A1",2024,"VCF0839--VCF9223","VCF0839","VCF9223",0.00373441296582092,0,TRUE,FALSE,"POSITIVE","ZERO",FALSE,0.00373441296582092
"A1",2024,"VCF0879a--VCF9223","VCF0879a","VCF9223",0.256573200491974,0.257510658670486,TRUE,TRUE,"POSITIVE","POSITIVE",TRUE,0.000937458178512429
"A1",2024,"VCF0888--VCF9223","VCF0888","VCF9223",-0.145761836891145,-0.14779558031675,TRUE,TRUE,"NEGATIVE","NEGATIVE",TRUE,0.00203374342560503
"A1",2024,"VCF0890--VCF9223","VCF0890","VCF9223",0.0975600014349317,0.100269184607931,TRUE,TRUE,"POSITIVE","POSITIVE",TRUE,0.00270918317299897
"A1",2024,"VCF0894--VCF9223","VCF0894","VCF9223",0.0723685538416249,0.0735685478801274,TRUE,TRUE,"POSITIVE","POSITIVE",TRUE,0.00119999403850247
