"Node_1","Node_2","Pair_key","Edge_label","2004","2012","2016","2020","2024"
"VCF0806","VCF0809","1|2","HEA - JOB",0.37199407703599,0.303846021908369,0.357600675012053,0.339019965826395,0.286446415679923
"VCF0806","VCF0838","1|3","HEA - ABO",0,0.163141088733884,0.181921384698232,0.194720924461167,0.0969823508352493
"VCF0806","VCF0839","1|4","HEA - SER",0.202102045526152,0.234328527509928,0.190850385470592,0.218609064876532,0.173090954828948
"VCF0806","VCF0879a","1|5","HEA - IMM",0.0181396986119873,0.0493033840706338,0.0658181576864972,0.0493009287160725,0.00263679822443648
"VCF0806","VCF0888","1|6","HEA - CRI",-0.0229081218231701,-0.023095672005309,-0.0783115642198743,-0.142066445791472,-0.115991969116665
"VCF0806","VCF0890","1|7","HEA - SCH",0.112679497729288,0.0586270926415524,0.0590306809790036,0.0572874494519452,0.0935194910662682
"VCF0806","VCF0894","1|8","HEA - WEL",0,0.14949343454668,0.114332152702858,0.0796373739812811,0.115925421886945
"VCF0806","VCF9223","1|9","HEA - LJT",0,0.0150369312245018,0.0186252735363306,0.0242233695850124,0.103479021160507
"VCF0809","VCF0838","2|3","JOB - ABO",0.055711694432488,0,-0.0734135665583111,0.0284272171043005,0.081819208318309
"VCF0809","VCF0839","2|4","JOB - SER",0.109000188940431,0.189210653527643,0.216271398419299,0.266004849180601,0.282103083965334
"VCF0809","VCF0879a","2|5","JOB - IMM",0,-0.0194987239175984,0,0.0313461409353886,0
"VCF0809","VCF0888","2|6","JOB - CRI",-0.0294227504442804,0.0462895145169454,0,-0.0260092667248852,-0.0352736970916302
"VCF0809","VCF0890","2|7","JOB - SCH",0.086021602736654,0.0920263712391898,0.052471021635499,0.0975118954026813,0.0707344951564464
"VCF0809","VCF0894","2|8","JOB - WEL",0.253193469933843,0.151618352474529,0.173766642629694,0.167624716218426,0.158881201459168
"VCF0809","VCF9223","2|9","JOB - LJT",-0.0428131826413368,-0.0228829782209999,0,0,0
"VCF0838","VCF0839","3|4","ABO - SER",0.0766442393357764,0,0.0636726525169274,0.0258476371914002,0.0952675388816836
"VCF0838","VCF0879a","3|5","ABO - IMM",0,0,0.0198466846918451,0.00382478480854227,0.020217806487761
"VCF0838","VCF0888","3|6","ABO - CRI",-0.0374456271586838,-0.111103873701375,-0.101292565988874,-0.184835629335573,-0.118991017033197
"VCF0838","VCF0890","3|7","ABO - SCH",0.0613363217966801,0.173712290542379,0.108612599323994,0.139154682441411,0.101584072151753
"VCF0838","VCF0894","3|8","ABO - WEL",0,-0.0427267061442297,0.0364902033127705,0.0578781092811031,0.0597191234757199
"VCF0838","VCF9223","3|9","ABO - LJT",0.0742691350936274,0.11975354377938,0.143965510367613,0.142161290526218,0.255748972788864
"VCF0839","VCF0879a","4|5","SER - IMM",0,0.0243666958303837,0,0,0
"VCF0839","VCF0888","4|6","SER - CRI",0,0.0279994439971449,0.0370470506219009,0.0159747561285973,-0.0418929526015918
"VCF0839","VCF0890","4|7","SER - SCH",0.302310172712598,0.263346205380432,0.242347657779176,0.234815190156645,0.266945440954792
"VCF0839","VCF0894","4|8","SER - WEL",0.178137225084089,0.304754460215999,0.329872988221807,0.244511389929148,0.20897158234944
"VCF0839","VCF9223","4|9","SER - LJT",-0.0798569215033069,0.0271344846048082,0.018458574204645,0,0.00373441296582092
"VCF0879a","VCF0888","5|6","IMM - CRI",-0.0743041345843866,-0.122256344533936,-0.090754153248673,-0.169847882148041,-0.121405830251357
"VCF0879a","VCF0890","5|7","IMM - SCH",0.0499912636732557,-0.0328432083530345,0.0141694491107246,0.0240302065982658,0.0186928727184489
"VCF0879a","VCF0894","5|8","IMM - WEL",0.0872300472315628,0.14055343388669,0.227269099451679,0.220780809671857,0.117685330392291
"VCF0879a","VCF9223","5|9","IMM - LJT",0.449956286828701,0.469833727138572,0.440934290526284,0.436152559373321,0.256573200491974
"VCF0888","VCF0890","6|7","CRI - SCH",0.246375316880606,0.305355221016655,0.215890208797959,0.152332665756861,0.202850964978324
"VCF0888","VCF0894","6|8","CRI - WEL",0,0,-0.0630943703683428,-0.068233730564378,-0.0305512817079149
"VCF0888","VCF9223","6|9","CRI - LJT",-0.0883941487208757,-0.0713228146329072,-0.113633115156834,-0.11192935869046,-0.145761836891145
"VCF0890","VCF0894","7|8","SCH - WEL",0.163619760585957,0.156670022803228,0.122481274464188,0.155260312714881,0.24336732785639
"VCF0890","VCF9223","7|9","SCH - LJT",0,0.0384970135041746,0.0887466384157413,0.101132031781839,0.0975600014349317
"VCF0894","VCF9223","8|9","WEL - LJT",0,-0.00920298803560992,0.0127258634156021,0,0.0723685538416249
