"Group_key","Wave","Education_group","N","Node_1","Node_2","Edge_weight","Retained_under_EBICglasso","Pair_key"
"2012__college_or_advanced",2012,"College or advanced degree",1531,"VCF0809","VCF0879a",-0.0283250965891654,TRUE,"2|5"
"2012__college_or_advanced",2012,"College or advanced degree",1531,"VCF0838","VCF0879a",0,FALSE,"3|5"
"2012__college_or_advanced",2012,"College or advanced degree",1531,"VCF0839","VCF0879a",0,FALSE,"4|5"
"2012__college_or_advanced",2012,"College or advanced degree",1531,"VCF0806","VCF0888",-0.0126600444724573,TRUE,"1|6"
"2012__college_or_advanced",2012,"College or advanced degree",1531,"VCF0809","VCF0888",0.0642170496217022,TRUE,"2|6"
"2012__college_or_advanced",2012,"College or advanced degree",1531,"VCF0838","VCF0888",-0.0972958581987667,TRUE,"3|6"
"2012__college_or_advanced",2012,"College or advanced degree",1531,"VCF0839","VCF0888",0,FALSE,"4|6"
"2012__college_or_advanced",2012,"College or advanced degree",1531,"VCF0879a","VCF0888",-0.158056779088656,TRUE,"5|6"
"2012__college_or_advanced",2012,"College or advanced degree",1531,"VCF0806","VCF0890",0.0149221786212767,TRUE,"1|7"
"2012__college_or_advanced",2012,"College or advanced degree",1531,"VCF0809","VCF0890",0.0715169782021604,TRUE,"2|7"
"2012__college_or_advanced",2012,"College or advanced degree",1531,"VCF0838","VCF0890",0.168438981234972,TRUE,"3|7"
"2012__college_or_advanced",2012,"College or advanced degree",1531,"VCF0839","VCF0890",0.251287921404576,TRUE,"4|7"
"2012__college_or_advanced",2012,"College or advanced degree",1531,"VCF0879a","VCF0890",-0.040559871192477,TRUE,"5|7"
"2012__college_or_advanced",2012,"College or advanced degree",1531,"VCF0888","VCF0890",0.273919880997384,TRUE,"6|7"
"2012__college_or_advanced",2012,"College or advanced degree",1531,"VCF0806","VCF0894",0.176492518254632,TRUE,"1|8"
"2012__college_or_advanced",2012,"College or advanced degree",1531,"VCF0809","VCF0894",0.155284099785058,TRUE,"2|8"
"2012__college_or_advanced",2012,"College or advanced degree",1531,"VCF0838","VCF0894",0.00360051141275565,TRUE,"3|8"
"2012__college_or_advanced",2012,"College or advanced degree",1531,"VCF0839","VCF0894",0.328648691691602,TRUE,"4|8"
"2012__college_or_advanced",2012,"College or advanced degree",1531,"VCF0879a","VCF0894",0.197133957318376,TRUE,"5|8"
"2012__college_or_advanced",2012,"College or advanced degree",1531,"VCF0888","VCF0894",0,FALSE,"6|8"
"2012__college_or_advanced",2012,"College or advanced degree",1531,"VCF0890","VCF0894",0.158218278903102,TRUE,"7|8"
"2012__college_or_advanced",2012,"College or advanced degree",1531,"VCF0806","VCF9223",0.0560010405711913,TRUE,"1|9"
"2012__college_or_advanced",2012,"College or advanced degree",1531,"VCF0809","VCF9223",0,FALSE,"2|9"
"2012__college_or_advanced",2012,"College or advanced degree",1531,"VCF0838","VCF9223",0.100871274803591,TRUE,"3|9"
"2012__college_or_advanced",2012,"College or advanced degree",1531,"VCF0839","VCF9223",0.0622537020415194,TRUE,"4|9"
"2012__college_or_advanced",2012,"College or advanced degree",1531,"VCF0879a","VCF9223",0.425341202936038,TRUE,"5|9"
"2012__college_or_advanced",2012,"College or advanced degree",1531,"VCF0888","VCF9223",-0.0873503141363539,TRUE,"6|9"
"2012__college_or_advanced",2012,"College or advanced degree",1531,"VCF0890","VCF9223",0,FALSE,"7|9"
"2012__college_or_advanced",2012,"College or advanced degree",1531,"VCF0894","VCF9223",0,FALSE,"8|9"
"2016__no_college_degree",2016,"No college degree",1478,"VCF0806","VCF0809",0.359535103572043,TRUE,"1|2"
"2016__no_college_degree",2016,"No college degree",1478,"VCF0806","VCF0838",0.131861288888367,TRUE,"1|3"
"2016__no_college_degree",2016,"No college degree",1478,"VCF0809","VCF0838",-0.0358618327649292,TRUE,"2|3"
"2016__no_college_degree",2016,"No college degree",1478,"VCF0806","VCF0839",0.162612654299732,TRUE,"1|4"
"2016__no_college_degree",2016,"No college degree",1478,"VCF0809","VCF0839",0.195951558479148,TRUE,"2|4"
"2016__no_college_degree",2016,"No college degree",1478,"VCF0838","VCF0839",0.0725629822081557,TRUE,"3|4"
"2016__no_college_degree",2016,"No college degree",1478,"VCF0806","VCF0879a",0.0502187148074353,TRUE,"1|5"
"2016__no_college_degree",2016,"No college degree",1478,"VCF0809","VCF0879a",0,FALSE,"2|5"
"2016__no_college_degree",2016,"No college degree",1478,"VCF0838","VCF0879a",0.000345517396520824,TRUE,"3|5"
"2016__no_college_degree",2016,"No college degree",1478,"VCF0839","VCF0879a",0,FALSE,"4|5"
"2016__no_college_degree",2016,"No college degree",1478,"VCF0806","VCF0888",-0.126995291066065,TRUE,"1|6"
"2016__no_college_degree",2016,"No college degree",1478,"VCF0809","VCF0888",0,FALSE,"2|6"
"2016__no_college_degree",2016,"No college degree",1478,"VCF0838","VCF0888",-0.0681550074773843,TRUE,"3|6"
"2016__no_college_degree",2016,"No college degree",1478,"VCF0839","VCF0888",0,FALSE,"4|6"
"2016__no_college_degree",2016,"No college degree",1478,"VCF0879a","VCF0888",-0.0842952836006459,TRUE,"5|6"
"2016__no_college_degree",2016,"No college degree",1478,"VCF0806","VCF0890",0.108603540311051,TRUE,"1|7"
"2016__no_college_degree",2016,"No college degree",1478,"VCF0809","VCF0890",0.056557371349768,TRUE,"2|7"
"2016__no_college_degree",2016,"No college degree",1478,"VCF0838","VCF0890",0.102882183501794,TRUE,"3|7"
"2016__no_college_degree",2016,"No college degree",1478,"VCF0839","VCF0890",0.215721559297516,TRUE,"4|7"
"2016__no_college_degree",2016,"No college degree",1478,"VCF0879a","VCF0890",0.0147653805179254,TRUE,"5|7"
"2016__no_college_degree",2016,"No college degree",1478,"VCF0888","VCF0890",0.224267747173254,TRUE,"6|7"
"2016__no_college_degree",2016,"No college degree",1478,"VCF0806","VCF0894",0.115135571861175,TRUE,"1|8"
"2016__no_college_degree",2016,"No college degree",1478,"VCF0809","VCF0894",0.155831433256029,TRUE,"2|8"
"2016__no_college_degree",2016,"No college degree",1478,"VCF0838","VCF0894",0,FALSE,"3|8"
"2016__no_college_degree",2016,"No college degree",1478,"VCF0839","VCF0894",0.313259141520291,TRUE,"4|8"
"2016__no_college_degree",2016,"No college degree",1478,"VCF0879a","VCF0894",0.265473929294794,TRUE,"5|8"
"2016__no_college_degree",2016,"No college degree",1478,"VCF0888","VCF0894",-0.00812881580762771,TRUE,"6|8"
"2016__no_college_degree",2016,"No college degree",1478,"VCF0890","VCF0894",0.123618187033864,TRUE,"7|8"
"2016__no_college_degree",2016,"No college degree",1478,"VCF0806","VCF9223",0,FALSE,"1|9"
"2016__no_college_degree",2016,"No college degree",1478,"VCF0809","VCF9223",0,FALSE,"2|9"
"2016__no_college_degree",2016,"No college degree",1478,"VCF0838","VCF9223",0.0991857105982312,TRUE,"3|9"
"2016__no_college_degree",2016,"No college degree",1478,"VCF0839","VCF9223",0.028859509930681,TRUE,"4|9"
"2016__no_college_degree",2016,"No college degree",1478,"VCF0879a","VCF9223",0.408313716975423,TRUE,"5|9"
"2016__no_college_degree",2016,"No college degree",1478,"VCF0888","VCF9223",-0.10281904934968,TRUE,"6|9"
"2016__no_college_degree",2016,"No college degree",1478,"VCF0890","VCF9223",0.0689794578478181,TRUE,"7|9"
"2016__no_college_degree",2016,"No college degree",1478,"VCF0894","VCF9223",0,FALSE,"8|9"
"2016__college_or_advanced",2016,"College or advanced degree",1216,"VCF0806","VCF0809",0.344138683308747,TRUE,"1|2"
"2016__college_or_advanced",2016,"College or advanced degree",1216,"VCF0806","VCF0838",0.245293162025142,TRUE,"1|3"
"2016__college_or_advanced",2016,"College or advanced degree",1216,"VCF0809","VCF0838",-0.106491054805313,TRUE,"2|3"
"2016__college_or_advanced",2016,"College or advanced degree",1216,"VCF0806","VCF0839",0.207942298538972,TRUE,"1|4"
"2016__college_or_advanced",2016,"College or advanced degree",1216,"VCF0809","VCF0839",0.258513937091266,TRUE,"2|4"
"2016__college_or_advanced",2016,"College or advanced degree",1216,"VCF0838","VCF0839",0.0499984614129959,TRUE,"3|4"
"2016__college_or_advanced",2016,"College or advanced degree",1216,"VCF0806","VCF0879a",0.0784531388897405,TRUE,"1|5"
"2016__college_or_advanced",2016,"College or advanced degree",1216,"VCF0809","VCF0879a",0.00885299711983075,TRUE,"2|5"
"2016__college_or_advanced",2016,"College or advanced degree",1216,"VCF0838","VCF0879a",0,FALSE,"3|5"
"2016__college_or_advanced",2016,"College or advanced degree",1216,"VCF0839","VCF0879a",0.0220501506267234,TRUE,"4|5"
"2016__college_or_advanced",2016,"College or advanced degree",1216,"VCF0806","VCF0888",-0.0168921295410824,TRUE,"1|6"
"2016__college_or_advanced",2016,"College or advanced degree",1216,"VCF0809","VCF0888",0,FALSE,"2|6"
"2016__college_or_advanced",2016,"College or advanced degree",1216,"VCF0838","VCF0888",-0.108899096609634,TRUE,"3|6"
"2016__college_or_advanced",2016,"College or advanced degree",1216,"VCF0839","VCF0888",0.0691712603044174,TRUE,"4|6"
"2016__college_or_advanced",2016,"College or advanced degree",1216,"VCF0879a","VCF0888",-0.0692865535274189,TRUE,"5|6"
"2016__college_or_advanced",2016,"College or advanced degree",1216,"VCF0806","VCF0890",0,FALSE,"1|7"
"2016__college_or_advanced",2016,"College or advanced degree",1216,"VCF0809","VCF0890",0.0269842070911038,TRUE,"2|7"
"2016__college_or_advanced",2016,"College or advanced degree",1216,"VCF0838","VCF0890",0.110584996305207,TRUE,"3|7"
"2016__college_or_advanced",2016,"College or advanced degree",1216,"VCF0839","VCF0890",0.289847152637583,TRUE,"4|7"
"2016__college_or_advanced",2016,"College or advanced degree",1216,"VCF0879a","VCF0890",0.0254683512468829,TRUE,"5|7"
"2016__college_or_advanced",2016,"College or advanced degree",1216,"VCF0888","VCF0890",0.183556228149216,TRUE,"6|7"
"2016__college_or_advanced",2016,"College or advanced degree",1216,"VCF0806","VCF0894",0.101978756506618,TRUE,"1|8"
"2016__college_or_advanced",2016,"College or advanced degree",1216,"VCF0809","VCF0894",0.194452343784377,TRUE,"2|8"
"2016__college_or_advanced",2016,"College or advanced degree",1216,"VCF0838","VCF0894",0.104503631020534,TRUE,"3|8"
"2016__college_or_advanced",2016,"College or advanced degree",1216,"VCF0839","VCF0894",0.351748180703386,TRUE,"4|8"
"2016__college_or_advanced",2016,"College or advanced degree",1216,"VCF0879a","VCF0894",0.155735399193591,TRUE,"5|8"
"2016__college_or_advanced",2016,"College or advanced degree",1216,"VCF0888","VCF0894",-0.131999399291125,TRUE,"6|8"
"2016__college_or_advanced",2016,"College or advanced degree",1216,"VCF0890","VCF0894",0.0910132968013111,TRUE,"7|8"
"2016__college_or_advanced",2016,"College or advanced degree",1216,"VCF0806","VCF9223",0.0538898611905335,TRUE,"1|9"
"2016__college_or_advanced",2016,"College or advanced degree",1216,"VCF0809","VCF9223",0,FALSE,"2|9"
"2016__college_or_advanced",2016,"College or advanced degree",1216,"VCF0838","VCF9223",0.164383268782931,TRUE,"3|9"
"2016__college_or_advanced",2016,"College or advanced degree",1216,"VCF0839","VCF9223",0,FALSE,"4|9"
"2016__college_or_advanced",2016,"College or advanced degree",1216,"VCF0879a","VCF9223",0.441880858697991,TRUE,"5|9"
"2016__college_or_advanced",2016,"College or advanced degree",1216,"VCF0888","VCF9223",-0.104845279017087,TRUE,"6|9"
"2016__college_or_advanced",2016,"College or advanced degree",1216,"VCF0890","VCF9223",0.11709026417403,TRUE,"7|9"
"2016__college_or_advanced",2016,"College or advanced degree",1216,"VCF0894","VCF9223",0.0474130530212614,TRUE,"8|9"
"2020__no_college_degree",2020,"No college degree",2624,"VCF0806","VCF0809",0.345654348157917,TRUE,"1|2"
"2020__no_college_degree",2020,"No college degree",2624,"VCF0806","VCF0838",0.198552078133446,TRUE,"1|3"
"2020__no_college_degree",2020,"No college degree",2624,"VCF0809","VCF0838",0.0125654551393711,TRUE,"2|3"
"2020__no_college_degree",2020,"No college degree",2624,"VCF0806","VCF0839",0.201761989180293,TRUE,"1|4"
"2020__no_college_degree",2020,"No college degree",2624,"VCF0809","VCF0839",0.263170234267459,TRUE,"2|4"
"2020__no_college_degree",2020,"No college degree",2624,"VCF0838","VCF0839",0.0181613041990504,TRUE,"3|4"
"2020__no_college_degree",2020,"No college degree",2624,"VCF0806","VCF0879a",0.0420109091802223,TRUE,"1|5"
"2020__no_college_degree",2020,"No college degree",2624,"VCF0809","VCF0879a",0.0489107281431116,TRUE,"2|5"
"2020__no_college_degree",2020,"No college degree",2624,"VCF0838","VCF0879a",0,FALSE,"3|5"
"2020__no_college_degree",2020,"No college degree",2624,"VCF0839","VCF0879a",0,FALSE,"4|5"
"2020__no_college_degree",2020,"No college degree",2624,"VCF0806","VCF0888",-0.152956620064488,TRUE,"1|6"
"2020__no_college_degree",2020,"No college degree",2624,"VCF0809","VCF0888",0,FALSE,"2|6"
"2020__no_college_degree",2020,"No college degree",2624,"VCF0838","VCF0888",-0.214496528321902,TRUE,"3|6"
"2020__no_college_degree",2020,"No college degree",2624,"VCF0839","VCF0888",0,FALSE,"4|6"
"2020__no_college_degree",2020,"No college degree",2624,"VCF0879a","VCF0888",-0.0791202854745479,TRUE,"5|6"
"2020__no_college_degree",2020,"No college degree",2624,"VCF0806","VCF0890",0.0429205479320034,TRUE,"1|7"
"2020__no_college_degree",2020,"No college degree",2624,"VCF0809","VCF0890",0.104572423833291,TRUE,"2|7"
"2020__no_college_degree",2020,"No college degree",2624,"VCF0838","VCF0890",0.168801906965314,TRUE,"3|7"
"2020__no_college_degree",2020,"No college degree",2624,"VCF0839","VCF0890",0.230626639618401,TRUE,"4|7"
"2020__no_college_degree",2020,"No college degree",2624,"VCF0879a","VCF0890",0.021709427085307,TRUE,"5|7"
"2020__no_college_degree",2020,"No college degree",2624,"VCF0888","VCF0890",0.160016981794788,TRUE,"6|7"
"2020__no_college_degree",2020,"No college degree",2624,"VCF0806","VCF0894",0.0963464447758621,TRUE,"1|8"
"2020__no_college_degree",2020,"No college degree",2624,"VCF0809","VCF0894",0.155482389572761,TRUE,"2|8"
"2020__no_college_degree",2020,"No college degree",2624,"VCF0838","VCF0894",0.0180985756075531,TRUE,"3|8"
"2020__no_college_degree",2020,"No college degree",2624,"VCF0839","VCF0894",0.251189642967361,TRUE,"4|8"
"2020__no_college_degree",2020,"No college degree",2624,"VCF0879a","VCF0894",0.194972435013118,TRUE,"5|8"
"2020__no_college_degree",2020,"No college degree",2624,"VCF0888","VCF0894",-0.0487194954142884,TRUE,"6|8"
"2020__no_college_degree",2020,"No college degree",2624,"VCF0890","VCF0894",0.147632924109957,TRUE,"7|8"
"2020__no_college_degree",2020,"No college degree",2624,"VCF0806","VCF9223",0.0100677482328789,TRUE,"1|9"
"2020__no_college_degree",2020,"No college degree",2624,"VCF0809","VCF9223",0,FALSE,"2|9"
"2020__no_college_degree",2020,"No college degree",2624,"VCF0838","VCF9223",0.131680407191609,TRUE,"3|9"
"2020__no_college_degree",2020,"No college degree",2624,"VCF0839","VCF9223",0,FALSE,"4|9"
"2020__no_college_degree",2020,"No college degree",2624,"VCF0879a","VCF9223",0.450879350905524,TRUE,"5|9"
"2020__no_college_degree",2020,"No college degree",2624,"VCF0888","VCF9223",-0.121764467138877,TRUE,"6|9"
"2020__no_college_degree",2020,"No college degree",2624,"VCF0890","VCF9223",0.0912963342182523,TRUE,"7|9"
"2020__no_college_degree",2020,"No college degree",2624,"VCF0894","VCF9223",0.00319433093355599,TRUE,"8|9"
"2020__college_or_advanced",2020,"College or advanced degree",2691,"VCF0806","VCF0809",0.332967313519531,TRUE,"1|2"
"2020__college_or_advanced",2020,"College or advanced degree",2691,"VCF0806","VCF0838",0.194403105963207,TRUE,"1|3"
"2020__college_or_advanced",2020,"College or advanced degree",2691,"VCF0809","VCF0838",0.05282704032314,TRUE,"2|3"
"2020__college_or_advanced",2020,"College or advanced degree",2691,"VCF0806","VCF0839",0.230260051180307,TRUE,"1|4"
"2020__college_or_advanced",2020,"College or advanced degree",2691,"VCF0809","VCF0839",0.271644723710987,TRUE,"2|4"
"2020__college_or_advanced",2020,"College or advanced degree",2691,"VCF0838","VCF0839",0.0538031650430044,TRUE,"3|4"
"2020__college_or_advanced",2020,"College or advanced degree",2691,"VCF0806","VCF0879a",0.068634738755521,TRUE,"1|5"
"2020__college_or_advanced",2020,"College or advanced degree",2691,"VCF0809","VCF0879a",0.00889375544138231,TRUE,"2|5"
"2020__college_or_advanced",2020,"College or advanced degree",2691,"VCF0838","VCF0879a",0.00744475377974137,TRUE,"3|5"
"2020__college_or_advanced",2020,"College or advanced degree",2691,"VCF0839","VCF0879a",0,FALSE,"4|5"
"2020__college_or_advanced",2020,"College or advanced degree",2691,"VCF0806","VCF0888",-0.134551537093589,TRUE,"1|6"
"2020__college_or_advanced",2020,"College or advanced degree",2691,"VCF0809","VCF0888",-0.0673313720502104,TRUE,"2|6"
"2020__college_or_advanced",2020,"College or advanced degree",2691,"VCF0838","VCF0888",-0.116716140134773,TRUE,"3|6"
"2020__college_or_advanced",2020,"College or advanced degree",2691,"VCF0839","VCF0888",0.0451700609483132,TRUE,"4|6"
"2020__college_or_advanced",2020,"College or advanced degree",2691,"VCF0879a","VCF0888",-0.230192201998022,TRUE,"5|6"
"2020__college_or_advanced",2020,"College or advanced degree",2691,"VCF0806","VCF0890",0.065054199320793,TRUE,"1|7"
"2020__college_or_advanced",2020,"College or advanced degree",2691,"VCF0809","VCF0890",0.0939743061540052,TRUE,"2|7"
"2020__college_or_advanced",2020,"College or advanced degree",2691,"VCF0838","VCF0890",0.0945877983541494,TRUE,"3|7"
"2020__college_or_advanced",2020,"College or advanced degree",2691,"VCF0839","VCF0890",0.239714481301498,TRUE,"4|7"
"2020__college_or_advanced",2020,"College or advanced degree",2691,"VCF0879a","VCF0890",0.0226743472300467,TRUE,"5|7"
"2020__college_or_advanced",2020,"College or advanced degree",2691,"VCF0888","VCF0890",0.13021606709857,TRUE,"6|7"
"2020__college_or_advanced",2020,"College or advanced degree",2691,"VCF0806","VCF0894",0.0598326847043004,TRUE,"1|8"
"2020__college_or_advanced",2020,"College or advanced degree",2691,"VCF0809","VCF0894",0.162903958882011,TRUE,"2|8"
"2020__college_or_advanced",2020,"College or advanced degree",2691,"VCF0838","VCF0894",0.110368355926429,TRUE,"3|8"
"2020__college_or_advanced",2020,"College or advanced degree",2691,"VCF0839","VCF0894",0.238960597894267,TRUE,"4|8"
"2020__college_or_advanced",2020,"College or advanced degree",2691,"VCF0879a","VCF0894",0.254954123603248,TRUE,"5|8"
"2020__college_or_advanced",2020,"College or advanced degree",2691,"VCF0888","VCF0894",-0.0780924328201785,TRUE,"6|8"
"2020__college_or_advanced",2020,"College or advanced degree",2691,"VCF0890","VCF0894",0.150420483312784,TRUE,"7|8"
"2020__college_or_advanced",2020,"College or advanced degree",2691,"VCF0806","VCF9223",0.0522172082501678,TRUE,"1|9"
"2020__college_or_advanced",2020,"College or advanced degree",2691,"VCF0809","VCF9223",0,FALSE,"2|9"
"2020__college_or_advanced",2020,"College or advanced degree",2691,"VCF0838","VCF9223",0.115092465199481,TRUE,"3|9"
"2020__college_or_advanced",2020,"College or advanced degree",2691,"VCF0839","VCF9223",0.0276535593116474,TRUE,"4|9"
"2020__college_or_advanced",2020,"College or advanced degree",2691,"VCF0879a","VCF9223",0.386559327932715,TRUE,"5|9"
"2020__college_or_advanced",2020,"College or advanced degree",2691,"VCF0888","VCF9223",-0.0852777673821497,TRUE,"6|9"
"2020__college_or_advanced",2020,"College or advanced degree",2691,"VCF0890","VCF9223",0.110409008936551,TRUE,"7|9"
"2020__college_or_advanced",2020,"College or advanced degree",2691,"VCF0894","VCF9223",0,FALSE,"8|9"
"2024__no_college_degree",2024,"No college degree",1729,"VCF0806","VCF0809",0.266853691557512,TRUE,"1|2"
"2024__no_college_degree",2024,"No college degree",1729,"VCF0806","VCF0838",0.0792279072757887,TRUE,"1|3"
"2024__no_college_degree",2024,"No college degree",1729,"VCF0809","VCF0838",0.0844998018663684,TRUE,"2|3"
"2024__no_college_degree",2024,"No college degree",1729,"VCF0806","VCF0839",0.14705691449588,TRUE,"1|4"
"2024__no_college_degree",2024,"No college degree",1729,"VCF0809","VCF0839",0.310125561501035,TRUE,"2|4"
"2024__no_college_degree",2024,"No college degree",1729,"VCF0838","VCF0839",0.127697700370257,TRUE,"3|4"
"2024__no_college_degree",2024,"No college degree",1729,"VCF0806","VCF0879a",0.00982264829355085,TRUE,"1|5"
"2024__no_college_degree",2024,"No college degree",1729,"VCF0809","VCF0879a",0.00210920878242845,TRUE,"2|5"
"2024__no_college_degree",2024,"No college degree",1729,"VCF0838","VCF0879a",0.0137468688878261,TRUE,"3|5"
"2024__no_college_degree",2024,"No college degree",1729,"VCF0839","VCF0879a",0.019708854043676,TRUE,"4|5"
"2024__no_college_degree",2024,"No college degree",1729,"VCF0806","VCF0888",-0.110339774017324,TRUE,"1|6"
"2024__no_college_degree",2024,"No college degree",1729,"VCF0809","VCF0888",-0.042648848781185,TRUE,"2|6"
"2024__no_college_degree",2024,"No college degree",1729,"VCF0838","VCF0888",-0.103748643358965,TRUE,"3|6"
"2024__no_college_degree",2024,"No college degree",1729,"VCF0839","VCF0888",-0.0200503580482669,TRUE,"4|6"
"2024__no_college_degree",2024,"No college degree",1729,"VCF0879a","VCF0888",-0.0648930651039733,TRUE,"5|6"
"2024__no_college_degree",2024,"No college degree",1729,"VCF0806","VCF0890",0.114732332043166,TRUE,"1|7"
"2024__no_college_degree",2024,"No college degree",1729,"VCF0809","VCF0890",0.0862248873844311,TRUE,"2|7"
"2024__no_college_degree",2024,"No college degree",1729,"VCF0838","VCF0890",0.0548944735828217,TRUE,"3|7"
"2024__no_college_degree",2024,"No college degree",1729,"VCF0839","VCF0890",0.256109657274246,TRUE,"4|7"
"2024__no_college_degree",2024,"No college degree",1729,"VCF0879a","VCF0890",0.017772367230021,TRUE,"5|7"
"2024__no_college_degree",2024,"No college degree",1729,"VCF0888","VCF0890",0.189358078232176,TRUE,"6|7"
"2024__no_college_degree",2024,"No college degree",1729,"VCF0806","VCF0894",0.14517828900853,TRUE,"1|8"
"2024__no_college_degree",2024,"No college degree",1729,"VCF0809","VCF0894",0.139332132195131,TRUE,"2|8"
"2024__no_college_degree",2024,"No college degree",1729,"VCF0838","VCF0894",0.049577163479253,TRUE,"3|8"
"2024__no_college_degree",2024,"No college degree",1729,"VCF0839","VCF0894",0.170185210833259,TRUE,"4|8"
"2024__no_college_degree",2024,"No college degree",1729,"VCF0879a","VCF0894",0.0943225598015575,TRUE,"5|8"
"2024__no_college_degree",2024,"No college degree",1729,"VCF0888","VCF0894",0,FALSE,"6|8"
"2024__no_college_degree",2024,"No college degree",1729,"VCF0890","VCF0894",0.243982470436602,TRUE,"7|8"
"2024__no_college_degree",2024,"No college degree",1729,"VCF0806","VCF9223",0.111020846932341,TRUE,"1|9"
