"Group_key","Wave","Education_group","N","Node_1","Node_2","Edge_weight","Retained_under_EBICglasso","Pair_key"
"2012__no_college_degree",2012,"No college degree",2773,"VCF0806","VCF0809",0.314129811104201,TRUE,"1|2"
"2012__no_college_degree",2012,"No college degree",2773,"VCF0806","VCF0838",0.125051067336339,TRUE,"1|3"
"2012__no_college_degree",2012,"No college degree",2773,"VCF0809","VCF0838",0,FALSE,"2|3"
"2012__no_college_degree",2012,"No college degree",2773,"VCF0806","VCF0839",0.20392354669631,TRUE,"1|4"
"2012__no_college_degree",2012,"No college degree",2773,"VCF0809","VCF0839",0.163383496686603,TRUE,"2|4"
"2012__no_college_degree",2012,"No college degree",2773,"VCF0838","VCF0839",0,FALSE,"3|4"
"2012__no_college_degree",2012,"No college degree",2773,"VCF0806","VCF0879a",0.0318653016463469,TRUE,"1|5"
"2012__no_college_degree",2012,"No college degree",2773,"VCF0809","VCF0879a",0,FALSE,"2|5"
"2012__no_college_degree",2012,"No college degree",2773,"VCF0838","VCF0879a",0,FALSE,"3|5"
"2012__no_college_degree",2012,"No college degree",2773,"VCF0839","VCF0879a",0.0291603777162078,TRUE,"4|5"
"2012__no_college_degree",2012,"No college degree",2773,"VCF0806","VCF0888",0,FALSE,"1|6"
"2012__no_college_degree",2012,"No college degree",2773,"VCF0809","VCF0888",0.0231777314617163,TRUE,"2|6"
"2012__no_college_degree",2012,"No college degree",2773,"VCF0838","VCF0888",-0.0837690675483966,TRUE,"3|6"
"2012__no_college_degree",2012,"No college degree",2773,"VCF0839","VCF0888",0.027896487942884,TRUE,"4|6"
"2012__no_college_degree",2012,"No college degree",2773,"VCF0879a","VCF0888",-0.0799639310811608,TRUE,"5|6"
"2012__no_college_degree",2012,"No college degree",2773,"VCF0806","VCF0890",0.0686667330198409,TRUE,"1|7"
"2012__no_college_degree",2012,"No college degree",2773,"VCF0809","VCF0890",0.104392788718996,TRUE,"2|7"
"2012__no_college_degree",2012,"No college degree",2773,"VCF0838","VCF0890",0.155060784418785,TRUE,"3|7"
"2012__no_college_degree",2012,"No college degree",2773,"VCF0839","VCF0890",0.262604692082162,TRUE,"4|7"
"2012__no_college_degree",2012,"No college degree",2773,"VCF0879a","VCF0890",-0.0099031668031458,TRUE,"5|7"
"2012__no_college_degree",2012,"No college degree",2773,"VCF0888","VCF0890",0.314057704841356,TRUE,"6|7"
"2012__no_college_degree",2012,"No college degree",2773,"VCF0806","VCF0894",0.139265758439623,TRUE,"1|8"
"2012__no_college_degree",2012,"No college degree",2773,"VCF0809","VCF0894",0.140658787905203,TRUE,"2|8"
"2012__no_college_degree",2012,"No college degree",2773,"VCF0838","VCF0894",-0.0567266446456354,TRUE,"3|8"
"2012__no_college_degree",2012,"No college degree",2773,"VCF0839","VCF0894",0.285343729688174,TRUE,"4|8"
"2012__no_college_degree",2012,"No college degree",2773,"VCF0879a","VCF0894",0.111202804066509,TRUE,"5|8"
"2012__no_college_degree",2012,"No college degree",2773,"VCF0888","VCF0894",0,FALSE,"6|8"
"2012__no_college_degree",2012,"No college degree",2773,"VCF0890","VCF0894",0.148110311932062,TRUE,"7|8"
"2012__no_college_degree",2012,"No college degree",2773,"VCF0806","VCF9223",0,FALSE,"1|9"
"2012__no_college_degree",2012,"No college degree",2773,"VCF0809","VCF9223",-0.0219653453321536,TRUE,"2|9"
"2012__no_college_degree",2012,"No college degree",2773,"VCF0838","VCF9223",0.0798901157992345,TRUE,"3|9"
"2012__no_college_degree",2012,"No college degree",2773,"VCF0839","VCF9223",0.0224320615323463,TRUE,"4|9"
"2012__no_college_degree",2012,"No college degree",2773,"VCF0879a","VCF9223",0.444924043695566,TRUE,"5|9"
"2012__no_college_degree",2012,"No college degree",2773,"VCF0888","VCF9223",-0.0374842730589262,TRUE,"6|9"
"2012__no_college_degree",2012,"No college degree",2773,"VCF0890","VCF9223",0.0542431642784344,TRUE,"7|9"
"2012__no_college_degree",2012,"No college degree",2773,"VCF0894","VCF9223",0,FALSE,"8|9"
"2012__college_or_advanced",2012,"College or advanced degree",1531,"VCF0806","VCF0809",0.269096217542581,TRUE,"1|2"
"2012__college_or_advanced",2012,"College or advanced degree",1531,"VCF0806","VCF0838",0.209265764851778,TRUE,"1|3"
"2012__college_or_advanced",2012,"College or advanced degree",1531,"VCF0809","VCF0838",0,FALSE,"2|3"
"2012__college_or_advanced",2012,"College or advanced degree",1531,"VCF0806","VCF0839",0.283545655430949,TRUE,"1|4"
"2012__college_or_advanced",2012,"College or advanced degree",1531,"VCF0809","VCF0839",0.235343174932423,TRUE,"2|4"
"2012__college_or_advanced",2012,"College or advanced degree",1531,"VCF0838","VCF0839",0.0330611500653635,TRUE,"3|4"
"2012__college_or_advanced",2012,"College or advanced degree",1531,"VCF0806","VCF0879a",0.0277559248378718,TRUE,"1|5"
