"Group_key","Wave","Education_group","N","Node_1","Node_2","Edge_weight","Retained_under_EBICglasso"
"2024__college_or_advanced",2024,"College or advanced degree",1781,"VCF0806","VCF0894",0.0578775977369953,TRUE
"2024__college_or_advanced",2024,"College or advanced degree",1781,"VCF0809","VCF0894",0.192746364082277,TRUE
"2024__college_or_advanced",2024,"College or advanced degree",1781,"VCF0838","VCF0894",0.0847344350616171,TRUE
"2024__college_or_advanced",2024,"College or advanced degree",1781,"VCF0839","VCF0894",0.261165825861004,TRUE
"2024__college_or_advanced",2024,"College or advanced degree",1781,"VCF0879a","VCF0894",0.121535690539764,TRUE
"2024__college_or_advanced",2024,"College or advanced degree",1781,"VCF0888","VCF0894",-0.0338904155622428,TRUE
"2024__college_or_advanced",2024,"College or advanced degree",1781,"VCF0890","VCF0894",0.217556929742432,TRUE
"2024__college_or_advanced",2024,"College or advanced degree",1781,"VCF0806","VCF9223",0.112388249249192,TRUE
"2024__college_or_advanced",2024,"College or advanced degree",1781,"VCF0809","VCF9223",0,FALSE
"2024__college_or_advanced",2024,"College or advanced degree",1781,"VCF0838","VCF9223",0.198920991241782,TRUE
"2024__college_or_advanced",2024,"College or advanced degree",1781,"VCF0839","VCF9223",0.014483269431701,TRUE
"2024__college_or_advanced",2024,"College or advanced degree",1781,"VCF0879a","VCF9223",0.238454231995103,TRUE
"2024__college_or_advanced",2024,"College or advanced degree",1781,"VCF0888","VCF9223",-0.11284055101106,TRUE
"2024__college_or_advanced",2024,"College or advanced degree",1781,"VCF0890","VCF9223",0.100584084246226,TRUE
"2024__college_or_advanced",2024,"College or advanced degree",1781,"VCF0894","VCF9223",0.137162504082364,TRUE
