"Node","x","y"
"VCF0806",0.237757106409882,0.0393457708471097
"VCF0809",0.885342394617419,0.420265821991289
"VCF0838",-0.990964304260458,-0.953904001760004
"VCF0839",0.728732699645527,-0.877637195680898
"VCF0879a",-0.313142624912512,1
"VCF0888",-1,-0.233726771328507
"VCF0890",-0.0762141292813417,-1
"VCF0894",1,-0.249668520899442
"VCF9223",-0.952590819805376,0.726908533058611
