node,VCF0806,VCF0809,VCF0838,VCF0839,VCF0888,VCF0890,VCF0894,VCF0879a,VCF9223
VCF0806,1,0.591625591062643,0.346569782061815,0.5584405051357,-0.141640843482649,0.347686656410654,0.497917414003208,0.333427064354487,0.282334931452663
VCF0809,0.591625591062643,1,0.183854893719428,0.564225880035688,-0.0398906950262858,0.362066042592812,0.496478711348859,0.260939714876419,0.192024916752628
VCF0838,0.346569782061815,0.183854893719428,1,0.278903808586008,-0.135789262298622,0.22363853443669,0.230027857688221,0.236669852862295,0.291154783367948
VCF0839,0.5584405051357,0.564225880035688,0.278903808586008,1,-0.0237296189675162,0.493428590583286,0.61824636764063,0.334700504266258,0.271952829512346
VCF0888,-0.141640843482649,-0.0398906950262858,-0.135789262298622,-0.0237296189675162,1,0.161569670006399,-0.094423341581761,-0.206396150688628,-0.199995377441803
VCF0890,0.347686656410654,0.362066042592812,0.22363853443669,0.493428590583286,0.161569670006399,1,0.386925045302047,0.222540014245912,0.218082712497511
VCF0894,0.497917414003208,0.496478711348859,0.230027857688221,0.61824636764063,-0.094423341581761,0.386925045302047,1,0.41105239834955,0.291381082268888
VCF0879a,0.333427064354487,0.260939714876419,0.236669852862295,0.334700504266258,-0.206396150688628,0.222540014245912,0.41105239834955,1,0.537383632387776
VCF9223,0.282334931452663,0.192024916752628,0.291154783367948,0.271952829512346,-0.199995377441803,0.218082712497511,0.291381082268888,0.537383632387776,1
