node,VCF0806,VCF0809,VCF0838,VCF0839,VCF0888,VCF0890,VCF0894,VCF0879a,VCF9223
VCF0806,4778,4466,4557,4313,4762,4763,4738,4287,4306
VCF0809,4466,4742,4521,4293,4725,4729,4711,4257,4278
VCF0838,4557,4521,5021,4348,5004,5007,4986,4485,4504
VCF0839,4313,4293,4348,4751,4556,4559,4544,4271,4135
VCF0888,4762,4725,5004,4556,5246,5235,5209,4685,4704
VCF0890,4763,4729,5007,4559,5235,5250,5212,4685,4705
VCF0894,4738,4711,4986,4544,5209,5212,5223,4669,4686
VCF0879a,4287,4257,4485,4271,4685,4685,4669,4898,4697
VCF9223,4306,4278,4504,4135,4704,4705,4686,4697,4722
