year,pair_index,node1,node2,level1,level2,cell_n,pairwise_n,cell_proportion
2012,6,VCF0806,VCF0894,5,3,111,5424,0.0204646017699115
2012,6,VCF0806,VCF0894,6,3,131,5424,0.0241519174041298
2012,6,VCF0806,VCF0894,7,3,290,5424,0.0534660766961652
2012,7,VCF0806,VCF0879a,1,1,341,5012,0.0680367118914605
2012,7,VCF0806,VCF0879a,2,1,347,5012,0.0692338387869114
2012,7,VCF0806,VCF0879a,3,1,326,5012,0.0650438946528332
2012,7,VCF0806,VCF0879a,4,1,419,5012,0.0835993615323224
2012,7,VCF0806,VCF0879a,5,1,235,5012,0.0468874700718276
2012,7,VCF0806,VCF0879a,6,1,207,5012,0.0413008778930567
2012,7,VCF0806,VCF0879a,7,1,267,5012,0.0532721468475658
2012,7,VCF0806,VCF0879a,1,2,245,5012,0.0488826815642458
2012,7,VCF0806,VCF0879a,2,2,292,5012,0.0582601755786113
2012,7,VCF0806,VCF0879a,3,2,289,5012,0.0576616121308859
2012,7,VCF0806,VCF0879a,4,2,459,5012,0.0915802075019952
2012,7,VCF0806,VCF0879a,5,2,282,5012,0.0562649640861931
2012,7,VCF0806,VCF0879a,6,2,257,5012,0.0512769353551476
2012,7,VCF0806,VCF0879a,7,2,323,5012,0.0644453312051078
2012,7,VCF0806,VCF0879a,1,3,74,5012,0.0147645650438947
2012,7,VCF0806,VCF0879a,2,3,79,5012,0.0157621707901038
2012,7,VCF0806,VCF0879a,3,3,68,5012,0.0135674381484437
2012,7,VCF0806,VCF0879a,4,3,121,5012,0.0241420590582602
2012,7,VCF0806,VCF0879a,5,3,85,5012,0.0169592976855547
2012,7,VCF0806,VCF0879a,6,3,99,5012,0.0197525937749401
2012,7,VCF0806,VCF0879a,7,3,197,5012,0.0393056664006385
2012,8,VCF0806,VCF9223,1,1,179,5069,0.0353126849477215
2012,8,VCF0806,VCF9223,2,1,128,5069,0.0252515289011639
2012,8,VCF0806,VCF9223,3,1,121,5069,0.0238705859143815
2012,8,VCF0806,VCF9223,4,1,187,5069,0.0368909055040442
2012,8,VCF0806,VCF9223,5,1,83,5069,0.0163740382718485
2012,8,VCF0806,VCF9223,6,1,76,5069,0.0149930952850661
2012,8,VCF0806,VCF9223,7,1,172,5069,0.033931741960939
2012,8,VCF0806,VCF9223,1,2,136,5069,0.0268297494574867
2012,8,VCF0806,VCF9223,2,2,176,5069,0.0347208522391004
2012,8,VCF0806,VCF9223,3,2,137,5069,0.027027027027027
2012,8,VCF0806,VCF9223,4,2,193,5069,0.0380745709212863
2012,8,VCF0806,VCF9223,5,2,93,5069,0.0183468139672519
2012,8,VCF0806,VCF9223,6,2,126,5069,0.0248569737620833
2012,8,VCF0806,VCF9223,7,2,115,5069,0.0226869204971395
2012,8,VCF0806,VCF9223,1,3,251,5069,0.0495166699546262
2012,8,VCF0806,VCF9223,2,3,327,5069,0.0645097652396923
2012,8,VCF0806,VCF9223,3,3,330,5069,0.0651015979483133
2012,8,VCF0806,VCF9223,4,3,447,5069,0.0881830735845334
2012,8,VCF0806,VCF9223,5,3,295,5069,0.0581968830144013
2012,8,VCF0806,VCF9223,6,3,240,5069,0.0473466166896824
2012,8,VCF0806,VCF9223,7,3,269,5069,0.0530676662063523
2012,8,VCF0806,VCF9223,1,4,102,5069,0.020122312093115
2012,8,VCF0806,VCF9223,2,4,95,5069,0.0187413691063326
2012,8,VCF0806,VCF9223,3,4,105,5069,0.020714144801736
2012,8,VCF0806,VCF9223,4,4,179,5069,0.0353126849477215
2012,8,VCF0806,VCF9223,5,4,140,5069,0.0276188597356481
2012,8,VCF0806,VCF9223,6,4,125,5069,0.0246596961925429
2012,8,VCF0806,VCF9223,7,4,242,5069,0.0477411718287631
2012,9,VCF0809,VCF0838,1,1,136,5430,0.0250460405156538
2012,9,VCF0809,VCF0838,2,1,95,5430,0.0174953959484346
2012,9,VCF0809,VCF0838,3,1,81,5430,0.0149171270718232
2012,9,VCF0809,VCF0838,4,1,121,5430,0.0222836095764273
2012,9,VCF0809,VCF0838,5,1,56,5430,0.0103130755064457
2012,9,VCF0809,VCF0838,6,1,48,5430,0.00883977900552486
2012,9,VCF0809,VCF0838,7,1,77,5430,0.0141804788213628
2012,9,VCF0809,VCF0838,1,2,220,5430,0.0405156537753223
2012,9,VCF0809,VCF0838,2,2,275,5430,0.0506445672191529
2012,9,VCF0809,VCF0838,3,2,225,5430,0.0414364640883978
2012,9,VCF0809,VCF0838,4,2,277,5430,0.0510128913443831
2012,9,VCF0809,VCF0838,5,2,175,5430,0.0322283609576427
2012,9,VCF0809,VCF0838,6,2,130,5430,0.0239410681399632
2012,9,VCF0809,VCF0838,7,2,177,5430,0.0325966850828729
2012,9,VCF0809,VCF0838,1,3,93,5430,0.0171270718232044
2012,9,VCF0809,VCF0838,2,3,151,5430,0.0278084714548803
2012,9,VCF0809,VCF0838,3,3,151,5430,0.0278084714548803
2012,9,VCF0809,VCF0838,4,3,187,5430,0.0344383057090239
2012,9,VCF0809,VCF0838,5,3,114,5430,0.0209944751381215
2012,9,VCF0809,VCF0838,6,3,77,5430,0.0141804788213628
2012,9,VCF0809,VCF0838,7,3,65,5430,0.0119705340699816
2012,9,VCF0809,VCF0838,1,4,232,5430,0.0427255985267035
2012,9,VCF0809,VCF0838,2,4,309,5430,0.0569060773480663
2012,9,VCF0809,VCF0838,3,4,378,5430,0.0696132596685083
2012,9,VCF0809,VCF0838,4,4,661,5430,0.121731123388582
2012,9,VCF0809,VCF0838,5,4,357,5430,0.0657458563535912
2012,9,VCF0809,VCF0838,6,4,278,5430,0.0511970534069982
2012,9,VCF0809,VCF0838,7,4,284,5430,0.0523020257826888
2012,10,VCF0809,VCF0839,1,1,241,4991,0.0482869164496093
2012,10,VCF0809,VCF0839,2,1,86,4991,0.0172310158284913
2012,10,VCF0809,VCF0839,3,1,41,4991,0.00821478661590863
2012,10,VCF0809,VCF0839,4,1,34,4991,0.00681226207172911
2012,10,VCF0809,VCF0839,5,1,9,4991,0.00180324584251653
2012,10,VCF0809,VCF0839,6,1,8,4991,0.00160288519334803
2012,10,VCF0809,VCF0839,7,1,18,4991,0.00360649168503306
2012,10,VCF0809,VCF0839,1,2,160,4991,0.0320577038669605
2012,10,VCF0809,VCF0839,2,2,265,4991,0.0530955720296534
2012,10,VCF0809,VCF0839,3,2,125,4991,0.0250450811460629
2012,10,VCF0809,VCF0839,4,2,80,4991,0.0160288519334803
2012,10,VCF0809,VCF0839,5,2,37,4991,0.00741334401923462
2012,10,VCF0809,VCF0839,6,2,28,4991,0.00561009817671809
2012,10,VCF0809,VCF0839,7,2,18,4991,0.00360649168503306
2012,10,VCF0809,VCF0839,1,3,102,4991,0.0204367862151873
2012,10,VCF0809,VCF0839,2,3,202,4991,0.0404728511320377
2012,10,VCF0809,VCF0839,3,3,219,4991,0.0438789821679022
2012,10,VCF0809,VCF0839,4,3,153,4991,0.030655179322781
2012,10,VCF0809,VCF0839,5,3,80,4991,0.0160288519334803
2012,10,VCF0809,VCF0839,6,3,57,4991,0.0114205570026047
2012,10,VCF0809,VCF0839,7,3,22,4991,0.00440793428170707
2012,10,VCF0809,VCF0839,1,4,58,4991,0.0116209176517732
2012,10,VCF0809,VCF0839,2,4,131,4991,0.0262472450410739
2012,10,VCF0809,VCF0839,3,4,207,4991,0.0414746543778802
2012,10,VCF0809,VCF0839,4,4,467,4991,0.0935684231616911
2012,10,VCF0809,VCF0839,5,4,201,4991,0.0402724904828692
2012,10,VCF0809,VCF0839,6,4,120,4991,0.0240432779002204
2012,10,VCF0809,VCF0839,7,4,106,4991,0.0212382288118613
2012,10,VCF0809,VCF0839,1,5,37,4991,0.00741334401923462
2012,10,VCF0809,VCF0839,2,5,72,4991,0.0144259667401322
2012,10,VCF0809,VCF0839,3,5,134,4991,0.0268483269885794
2012,10,VCF0809,VCF0839,4,5,239,4991,0.0478861951512723
2012,10,VCF0809,VCF0839,5,5,195,4991,0.0390703265878582
2012,10,VCF0809,VCF0839,6,5,138,4991,0.0276497695852535
2012,10,VCF0809,VCF0839,7,5,101,4991,0.0202364255660188
2012,10,VCF0809,VCF0839,1,6,13,4991,0.00260468843919054
2012,10,VCF0809,VCF0839,2,6,23,4991,0.00460829493087558
2012,10,VCF0809,VCF0839,3,6,27,4991,0.00540973752754959
2012,10,VCF0809,VCF0839,4,6,120,4991,0.0240432779002204
2012,10,VCF0809,VCF0839,5,6,89,4991,0.0178320977759968
2012,10,VCF0809,VCF0839,6,6,90,4991,0.0180324584251653
2012,10,VCF0809,VCF0839,7,6,79,4991,0.0158284912843118
2012,10,VCF0809,VCF0839,1,7,40,4991,0.00801442596674013
2012,10,VCF0809,VCF0839,2,7,16,4991,0.00320577038669605
2012,10,VCF0809,VCF0839,3,7,27,4991,0.00540973752754959
2012,10,VCF0809,VCF0839,4,7,49,4991,0.00981767180925666
2012,10,VCF0809,VCF0839,5,7,34,4991,0.00681226207172911
2012,10,VCF0809,VCF0839,6,7,40,4991,0.00801442596674013
2012,10,VCF0809,VCF0839,7,7,153,4991,0.030655179322781
2012,11,VCF0809,VCF0888,1,1,101,5438,0.0185730047811695
2012,11,VCF0809,VCF0888,2,1,87,5438,0.0159985288709084
2012,11,VCF0809,VCF0888,3,1,65,5438,0.0119529238690695
2012,11,VCF0809,VCF0888,4,1,84,5438,0.0154468554615668
2012,11,VCF0809,VCF0888,5,1,51,5438,0.00937844795880839
2012,11,VCF0809,VCF0888,6,1,41,5438,0.00753953659433615
2012,11,VCF0809,VCF0888,7,1,40,5438,0.00735564545788893
2012,11,VCF0809,VCF0888,1,2,279,5438,0.0513056270687753
2012,11,VCF0809,VCF0888,2,2,405,5438,0.0744759102611254
2012,11,VCF0809,VCF0888,3,2,337,5438,0.0619713129827142
2012,11,VCF0809,VCF0888,4,2,481,5438,0.0884516366311144
2012,11,VCF0809,VCF0888,5,2,283,5438,0.0520411916145642
2012,11,VCF0809,VCF0888,6,2,172,5438,0.0316292754689224
2012,11,VCF0809,VCF0888,7,2,121,5438,0.022250827510114
2012,11,VCF0809,VCF0888,1,3,299,5438,0.0549834497977198
2012,11,VCF0809,VCF0888,2,3,339,5438,0.0623390952556087
2012,11,VCF0809,VCF0888,3,3,433,5438,0.0796248620816477
2012,11,VCF0809,VCF0888,4,3,684,5438,0.125781537329901
2012,11,VCF0809,VCF0888,5,3,372,5438,0.068407502758367
2012,11,VCF0809,VCF0888,6,3,321,5438,0.0590290547995587
2012,11,VCF0809,VCF0888,7,3,443,5438,0.0814637734461199
2012,12,VCF0809,VCF0890,1,1,224,5455,0.0410632447296059
2012,12,VCF0809,VCF0890,2,1,160,5455,0.0293308890925756
2012,12,VCF0809,VCF0890,3,1,77,5455,0.014115490375802
2012,12,VCF0809,VCF0890,4,1,49,5455,0.00898258478460128
2012,12,VCF0809,VCF0890,5,1,26,5455,0.00476626947754354
2012,12,VCF0809,VCF0890,6,1,16,5455,0.00293308890925756
2012,12,VCF0809,VCF0890,7,1,20,5455,0.00366636113657195
2012,12,VCF0809,VCF0890,1,2,195,5455,0.0357470210815765
2012,12,VCF0809,VCF0890,2,2,296,5455,0.0542621448212649
2012,12,VCF0809,VCF0890,3,2,244,5455,0.0447296058661778
2012,12,VCF0809,VCF0890,4,2,341,5455,0.0625114573785518
2012,12,VCF0809,VCF0890,5,2,158,5455,0.0289642529789184
2012,12,VCF0809,VCF0890,6,2,97,5455,0.017781851512374
2012,12,VCF0809,VCF0890,7,2,76,5455,0.0139321723189734
2012,12,VCF0809,VCF0890,1,3,261,5455,0.047846012832264
2012,12,VCF0809,VCF0890,2,3,379,5455,0.0694775435380385
2012,12,VCF0809,VCF0890,3,3,515,5455,0.0944087992667278
2012,12,VCF0809,VCF0890,4,3,864,5455,0.158386801099908
2012,12,VCF0809,VCF0890,5,3,524,5455,0.0960586617781851
2012,12,VCF0809,VCF0890,6,3,422,5455,0.0773602199816682
2012,12,VCF0809,VCF0890,7,3,511,5455,0.0936755270394134
2012,13,VCF0809,VCF0894,1,1,528,5423,0.0973630831643002
2012,13,VCF0809,VCF0894,2,1,563,5423,0.103817075419509
2012,13,VCF0809,VCF0894,3,1,453,5423,0.0835330997602803
2012,13,VCF0809,VCF0894,4,1,381,5423,0.0702563156924212
2012,13,VCF0809,VCF0894,5,1,193,5423,0.0355891572930113
2012,13,VCF0809,VCF0894,6,1,134,5423,0.0247095703485156
2012,13,VCF0809,VCF0894,7,1,137,5423,0.0252627696846764
2012,13,VCF0809,VCF0894,1,2,106,5423,0.0195463765443481
2012,13,VCF0809,VCF0894,2,2,235,5423,0.0433339479992624
2012,13,VCF0809,VCF0894,3,2,312,5423,0.0575327309607228
2012,13,VCF0809,VCF0894,4,2,680,5423,0.125391849529781
2012,13,VCF0809,VCF0894,5,2,383,5423,0.0706251152498617
2012,13,VCF0809,VCF0894,6,2,260,5423,0.047943942467269
2012,13,VCF0809,VCF0894,7,2,231,5423,0.0425963488843813
2012,13,VCF0809,VCF0894,1,3,44,5423,0.00811359026369168
2012,13,VCF0809,VCF0894,2,3,38,5423,0.00700719159137009
2012,13,VCF0809,VCF0894,3,3,69,5423,0.0127235847316983
2012,13,VCF0809,VCF0894,4,3,181,5423,0.0333763599483681
2012,13,VCF0809,VCF0894,5,3,124,5423,0.0228655725613129
2012,13,VCF0809,VCF0894,6,3,139,5423,0.0256315692421169
2012,13,VCF0809,VCF0894,7,3,232,5423,0.0427807486631016
2012,14,VCF0809,VCF0879a,1,1,299,5027,0.059478814402228
2012,14,VCF0809,VCF0879a,2,1,368,5027,0.073204694648896
2012,14,VCF0809,VCF0879a,3,1,335,5027,0.0666401432265765
2012,14,VCF0809,VCF0879a,4,1,460,5027,0.09150586831112
2012,14,VCF0809,VCF0879a,5,1,248,5027,0.0493335985677342
2012,14,VCF0809,VCF0879a,6,1,183,5027,0.0364034215237716
2012,14,VCF0809,VCF0879a,7,1,247,5027,0.0491346727670579
2012,14,VCF0809,VCF0879a,1,2,252,5027,0.0501293017704396
2012,14,VCF0809,VCF0879a,2,2,328,5027,0.0652476626218421
2012,14,VCF0809,VCF0879a,3,2,329,5027,0.0654465884225184
2012,14,VCF0809,VCF0879a,4,2,548,5027,0.109011338770639
2012,14,VCF0809,VCF0879a,5,2,276,5027,0.054903520986672
2012,14,VCF0809,VCF0879a,6,2,213,5027,0.0423711955440621
2012,14,VCF0809,VCF0879a,7,2,205,5027,0.0407797891386513
2012,14,VCF0809,VCF0879a,1,3,74,5027,0.0147205092500497
2012,14,VCF0809,VCF0879a,2,3,83,5027,0.0165108414561369
2012,14,VCF0809,VCF0879a,3,3,102,5027,0.0202904316689875
2012,14,VCF0809,VCF0879a,4,3,163,5027,0.0324249055102447
2012,14,VCF0809,VCF0879a,5,3,118,5027,0.023473244479809
2012,14,VCF0809,VCF0879a,6,3,96,5027,0.0190968768649294
2012,14,VCF0809,VCF0879a,7,3,100,5027,0.0198925800676348
2012,15,VCF0809,VCF9223,1,1,168,5074,0.0331099724083563
2012,15,VCF0809,VCF9223,2,1,126,5074,0.0248324793062672
2012,15,VCF0809,VCF9223,3,1,121,5074,0.0238470634607805
2012,15,VCF0809,VCF9223,4,1,185,5074,0.0364603862830114
2012,15,VCF0809,VCF9223,5,1,92,5074,0.018131651556957
2012,15,VCF0809,VCF9223,6,1,77,5074,0.0151754040204967
2012,15,VCF0809,VCF9223,7,1,168,5074,0.0331099724083563
2012,15,VCF0809,VCF9223,1,2,127,5074,0.0250295624753646
2012,15,VCF0809,VCF9223,2,2,183,5074,0.0360662199448167
2012,15,VCF0809,VCF9223,3,2,152,5074,0.0299566417027986
2012,15,VCF0809,VCF9223,4,2,184,5074,0.0362633031139141
2012,15,VCF0809,VCF9223,5,2,132,5074,0.0260149783208514
2012,15,VCF0809,VCF9223,6,2,94,5074,0.0185258178951518
2012,15,VCF0809,VCF9223,7,2,100,5074,0.0197083169097359
2012,15,VCF0809,VCF9223,1,3,229,5074,0.0451320457232952
2012,15,VCF0809,VCF9223,2,3,363,5074,0.0715411903823414
2012,15,VCF0809,VCF9223,3,3,357,5074,0.0703586913677572
2012,15,VCF0809,VCF9223,4,3,563,5074,0.110957824201813
2012,15,VCF0809,VCF9223,5,3,281,5074,0.0553803705163579
2012,15,VCF0809,VCF9223,6,3,221,5074,0.0435553803705164
2012,15,VCF0809,VCF9223,7,3,162,5074,0.0319274733937722
2012,15,VCF0809,VCF9223,1,4,111,5074,0.0218762317698069
2012,15,VCF0809,VCF9223,2,4,113,5074,0.0222703981080016
2012,15,VCF0809,VCF9223,3,4,145,5074,0.0285770595191171
2012,15,VCF0809,VCF9223,4,4,240,5074,0.0472999605833662
2012,15,VCF0809,VCF9223,5,4,150,5074,0.0295624753646039
2012,15,VCF0809,VCF9223,6,4,102,5074,0.0201024832479306
2012,15,VCF0809,VCF9223,7,4,128,5074,0.025226645644462
2012,16,VCF0838,VCF0839,1,1,88,5200,0.0169230769230769
2012,16,VCF0838,VCF0839,2,1,159,5200,0.0305769230769231
2012,16,VCF0838,VCF0839,3,1,65,5200,0.0125
2012,16,VCF0838,VCF0839,4,1,135,5200,0.0259615384615385
2012,16,VCF0838,VCF0839,1,2,108,5200,0.0207692307692308
2012,16,VCF0838,VCF0839,2,2,267,5200,0.0513461538461539
2012,16,VCF0838,VCF0839,3,2,104,5200,0.02
2012,16,VCF0838,VCF0839,4,2,245,5200,0.0471153846153846
2012,16,VCF0838,VCF0839,1,3,78,5200,0.015
2012,16,VCF0838,VCF0839,2,3,277,5200,0.0532692307692308
2012,16,VCF0838,VCF0839,3,3,172,5200,0.0330769230769231
2012,16,VCF0838,VCF0839,4,3,345,5200,0.0663461538461539
2012,16,VCF0838,VCF0839,1,4,126,5200,0.0242307692307692
2012,16,VCF0838,VCF0839,2,4,342,5200,0.0657692307692308
2012,16,VCF0838,VCF0839,3,4,207,5200,0.0398076923076923
2012,16,VCF0838,VCF0839,4,4,670,5200,0.128846153846154
2012,16,VCF0838,VCF0839,1,5,71,5200,0.0136538461538462
2012,16,VCF0838,VCF0839,2,5,195,5200,0.0375
2012,16,VCF0838,VCF0839,3,5,148,5200,0.0284615384615385
2012,16,VCF0838,VCF0839,4,5,559,5200,0.1075
2012,16,VCF0838,VCF0839,1,6,30,5200,0.00576923076923077
2012,16,VCF0838,VCF0839,2,6,81,5200,0.0155769230769231
2012,16,VCF0838,VCF0839,3,6,68,5200,0.0130769230769231
2012,16,VCF0838,VCF0839,4,6,277,5200,0.0532692307692308
2012,16,VCF0838,VCF0839,1,7,64,5200,0.0123076923076923
2012,16,VCF0838,VCF0839,2,7,97,5200,0.0186538461538462
2012,16,VCF0838,VCF0839,3,7,50,5200,0.00961538461538462
2012,16,VCF0838,VCF0839,4,7,172,5200,0.0330769230769231
2012,17,VCF0838,VCF0888,1,1,67,5816,0.0115199449793673
2012,17,VCF0838,VCF0888,2,1,133,5816,0.0228679504814305
2012,17,VCF0838,VCF0888,3,1,57,5816,0.00980055020632737
2012,17,VCF0838,VCF0888,4,1,227,5816,0.0390302613480055
2012,17,VCF0838,VCF0888,1,2,232,5816,0.0398899587345254
2012,17,VCF0838,VCF0888,2,2,560,5816,0.0962861072902338
2012,17,VCF0838,VCF0888,3,2,324,5816,0.0557083906464924
2012,17,VCF0838,VCF0888,4,2,1091,5816,0.187585969738652
2012,17,VCF0838,VCF0888,1,3,363,5816,0.062414030261348
2012,17,VCF0838,VCF0888,2,3,903,5816,0.155261348005502
2012,17,VCF0838,VCF0888,3,3,512,5816,0.0880330123796424
2012,17,VCF0838,VCF0888,4,3,1347,5816,0.231602475928473
2012,18,VCF0838,VCF0890,1,1,124,5833,0.0212583576204355
2012,18,VCF0838,VCF0890,2,1,216,5833,0.0370306874678553
2012,18,VCF0838,VCF0890,3,1,97,5833,0.0166295216869535
2012,18,VCF0838,VCF0890,4,1,147,5833,0.0252014400822904
2012,18,VCF0838,VCF0890,1,2,187,5833,0.0320589747985599
2012,18,VCF0838,VCF0890,2,2,467,5833,0.0800617178124464
2012,18,VCF0838,VCF0890,3,2,232,5833,0.0397737013543631
2012,18,VCF0838,VCF0890,4,2,608,5833,0.104234527687296
2012,18,VCF0838,VCF0890,1,3,356,5833,0.0610320589747986
2012,18,VCF0838,VCF0890,2,3,918,5833,0.157380421738385
2012,18,VCF0838,VCF0890,3,3,566,5833,0.0970341162352134
2012,18,VCF0838,VCF0890,4,3,1915,5833,0.328304474541402
2012,19,VCF0838,VCF0894,1,1,326,5803,0.0561778390487679
2012,19,VCF0838,VCF0894,2,1,793,5803,0.136653455109426
2012,19,VCF0838,VCF0894,3,1,408,5803,0.0703084611407892
2012,19,VCF0838,VCF0894,4,1,989,5803,0.17042908840255
2012,19,VCF0838,VCF0894,1,2,222,5803,0.038256074444253
2012,19,VCF0838,VCF0894,2,2,573,5803,0.0987420299844908
2012,19,VCF0838,VCF0894,3,2,377,5803,0.0649663966913665
2012,19,VCF0838,VCF0894,4,2,1211,5803,0.208685162846803
2012,19,VCF0838,VCF0894,1,3,116,5803,0.0199896605204205
2012,19,VCF0838,VCF0894,2,3,223,5803,0.0384283991039118
2012,19,VCF0838,VCF0894,3,3,108,5803,0.0186110632431501
2012,19,VCF0838,VCF0894,4,3,457,5803,0.0787523694640703
2012,20,VCF0838,VCF0879a,1,1,272,5355,0.0507936507936508
2012,20,VCF0838,VCF0879a,2,1,714,5355,0.133333333333333
2012,20,VCF0838,VCF0879a,3,1,359,5355,0.0670401493930906
2012,20,VCF0838,VCF0879a,4,1,945,5355,0.176470588235294
2012,20,VCF0838,VCF0879a,1,2,240,5355,0.0448179271708684
2012,20,VCF0838,VCF0879a,2,2,592,5355,0.110550887021475
2012,20,VCF0838,VCF0879a,3,2,352,5355,0.0657329598506069
2012,20,VCF0838,VCF0879a,4,2,1115,5355,0.208216619981326
2012,20,VCF0838,VCF0879a,1,3,80,5355,0.0149393090569561
2012,20,VCF0838,VCF0879a,2,3,166,5355,0.0309990662931839
2012,20,VCF0838,VCF0879a,3,3,114,5355,0.0212885154061625
2012,20,VCF0838,VCF0879a,4,3,406,5355,0.0758169934640523
2012,21,VCF0838,VCF9223,1,1,142,5412,0.0262379896526238
2012,21,VCF0838,VCF9223,2,1,344,5412,0.0635624538063563
2012,21,VCF0838,VCF9223,3,1,155,5412,0.028640059127864
2012,21,VCF0838,VCF9223,4,1,380,5412,0.0702143385070214
2012,21,VCF0838,VCF9223,1,2,119,5412,0.0219881744271988
2012,21,VCF0838,VCF9223,2,2,336,5412,0.0620842572062084
2012,21,VCF0838,VCF9223,3,2,177,5412,0.0327050997782705
2012,21,VCF0838,VCF9223,4,2,420,5412,0.0776053215077605
2012,21,VCF0838,VCF9223,1,3,252,5412,0.0465631929046563
2012,21,VCF0838,VCF9223,2,3,610,5412,0.112712490761271
2012,21,VCF0838,VCF9223,3,3,350,5412,0.0646711012564671
2012,21,VCF0838,VCF9223,4,3,1083,5412,0.200110864745011
2012,21,VCF0838,VCF9223,1,4,89,5412,0.0164449371766445
2012,21,VCF0838,VCF9223,2,4,200,5412,0.0369549150036955
2012,21,VCF0838,VCF9223,3,4,148,5412,0.0273466371027347
2012,21,VCF0838,VCF9223,4,4,607,5412,0.112158167036216
2012,22,VCF0839,VCF0888,1,1,87,5205,0.0167146974063401
2012,22,VCF0839,VCF0888,2,1,82,5205,0.0157540826128722
2012,22,VCF0839,VCF0888,3,1,73,5205,0.0140249759846302
2012,22,VCF0839,VCF0888,4,1,67,5205,0.0128722382324688
2012,22,VCF0839,VCF0888,5,1,63,5205,0.0121037463976945
2012,22,VCF0839,VCF0888,6,1,41,5205,0.00787704130643612
2012,22,VCF0839,VCF0888,7,1,39,5205,0.00749279538904899
2012,22,VCF0839,VCF0888,1,2,182,5205,0.0349663784822286
2012,22,VCF0839,VCF0888,2,2,351,5205,0.0674351585014409
2012,22,VCF0839,VCF0888,3,2,396,5205,0.0760806916426513
2012,22,VCF0839,VCF0888,4,2,523,5205,0.100480307396734
2012,22,VCF0839,VCF0888,5,2,346,5205,0.0664745437079731
2012,22,VCF0839,VCF0888,6,2,148,5205,0.0284341978866475
2012,22,VCF0839,VCF0888,7,2,76,5205,0.0146013448607109
2012,22,VCF0839,VCF0888,1,3,177,5205,0.0340057636887608
2012,22,VCF0839,VCF0888,2,3,290,5205,0.0557156580211335
2012,22,VCF0839,VCF0888,3,3,400,5205,0.0768491834774256
2012,22,VCF0839,VCF0888,4,3,759,5205,0.145821325648415
2012,22,VCF0839,VCF0888,5,3,562,5205,0.107973102785783
2012,22,VCF0839,VCF0888,6,3,270,5205,0.0518731988472623
2012,22,VCF0839,VCF0888,7,3,273,5205,0.0524495677233429
2012,23,VCF0839,VCF0890,1,1,187,5221,0.0358168933154568
2012,23,VCF0839,VCF0890,2,1,196,5221,0.0375407010151312
2012,23,VCF0839,VCF0890,3,1,94,5221,0.0180042137521548
2012,23,VCF0839,VCF0890,4,1,47,5221,0.00900210687607738
2012,23,VCF0839,VCF0890,5,1,23,5221,0.00440528634361234
2012,23,VCF0839,VCF0890,6,1,11,5221,0.00210687607737981
2012,23,VCF0839,VCF0890,7,1,10,5221,0.0019153418885271
2012,23,VCF0839,VCF0890,1,2,132,5221,0.0252825129285578
2012,23,VCF0839,VCF0890,2,2,256,5221,0.0490327523462938
2012,23,VCF0839,VCF0890,3,2,318,5221,0.0609078720551619
2012,23,VCF0839,VCF0890,4,2,384,5221,0.0735491285194407
2012,23,VCF0839,VCF0890,5,2,165,5221,0.0316031411606972
2012,23,VCF0839,VCF0890,6,2,57,5221,0.0109174487646045
2012,23,VCF0839,VCF0890,7,2,36,5221,0.00689523079869757
2012,23,VCF0839,VCF0890,1,3,127,5221,0.0243248419842942
2012,23,VCF0839,VCF0890,2,3,274,5221,0.0524803677456426
2012,23,VCF0839,VCF0890,3,3,459,5221,0.087914192683394
2012,23,VCF0839,VCF0890,4,3,925,5221,0.177169124688757
2012,23,VCF0839,VCF0890,5,3,785,5221,0.150354338249378
2012,23,VCF0839,VCF0890,6,3,391,5221,0.0748898678414097
2012,23,VCF0839,VCF0890,7,3,344,5221,0.0658877609653323
2012,24,VCF0839,VCF0894,1,1,382,5192,0.0735747303543914
2012,24,VCF0839,VCF0894,2,1,605,5192,0.116525423728814
2012,24,VCF0839,VCF0894,3,1,548,5192,0.105546995377504
2012,24,VCF0839,VCF0894,4,1,436,5192,0.0839753466872111
2012,24,VCF0839,VCF0894,5,1,234,5192,0.0450693374422188
2012,24,VCF0839,VCF0894,6,1,68,5192,0.0130970724191063
2012,24,VCF0839,VCF0894,7,1,71,5192,0.0136748844375963
2012,24,VCF0839,VCF0894,1,2,54,5192,0.0104006163328197
2012,24,VCF0839,VCF0894,2,2,98,5192,0.0188751926040062
2012,24,VCF0839,VCF0894,3,2,275,5192,0.0529661016949153
2012,24,VCF0839,VCF0894,4,2,751,5192,0.144645608628659
2012,24,VCF0839,VCF0894,5,2,541,5192,0.104198767334361
2012,24,VCF0839,VCF0894,6,2,230,5192,0.0442989214175655
2012,24,VCF0839,VCF0894,7,2,133,5192,0.0256163328197227
2012,24,VCF0839,VCF0894,1,3,10,5192,0.00192604006163328
2012,24,VCF0839,VCF0894,2,3,23,5192,0.00442989214175655
2012,24,VCF0839,VCF0894,3,3,45,5192,0.00866718027734977
2012,24,VCF0839,VCF0894,4,3,157,5192,0.0302388289676425
2012,24,VCF0839,VCF0894,5,3,192,5192,0.036979969183359
2012,24,VCF0839,VCF0894,6,3,157,5192,0.0302388289676425
2012,24,VCF0839,VCF0894,7,3,182,5192,0.0350539291217257
2012,25,VCF0839,VCF0879a,1,1,207,4822,0.0429282455412692
2012,25,VCF0839,VCF0879a,2,1,343,4822,0.0711323102447117
2012,25,VCF0839,VCF0879a,3,1,401,4822,0.0831605143094152
