year,pair_index,node1,node2,level1,level2,cell_n,pairwise_n,cell_proportion
2016,16,VCF0838,VCF0839,2,6,55,3585,0.0153417015341702
2016,16,VCF0838,VCF0839,3,6,33,3585,0.00920502092050209
2016,16,VCF0838,VCF0839,4,6,244,3585,0.0680613668061367
2016,16,VCF0838,VCF0839,1,7,30,3585,0.00836820083682008
2016,16,VCF0838,VCF0839,2,7,46,3585,0.0128312412831241
2016,16,VCF0838,VCF0839,3,7,24,3585,0.00669456066945607
2016,16,VCF0838,VCF0839,4,7,188,3585,0.0524407252440725
2016,17,VCF0838,VCF0888,1,1,44,4198,0.0104811815150071
2016,17,VCF0838,VCF0888,2,1,70,4198,0.0166746069556932
2016,17,VCF0838,VCF0888,3,1,47,4198,0.011195807527394
2016,17,VCF0838,VCF0888,4,1,175,4198,0.041686517389233
2016,17,VCF0838,VCF0888,1,2,142,4198,0.0338256312529776
2016,17,VCF0838,VCF0888,2,2,240,4198,0.0571700809909481
2016,17,VCF0838,VCF0888,3,2,157,4198,0.0373987613149119
2016,17,VCF0838,VCF0888,4,2,663,4198,0.157932348737494
2016,17,VCF0838,VCF0888,1,3,358,4198,0.0852787041448309
2016,17,VCF0838,VCF0888,2,3,803,4198,0.19128156264888
2016,17,VCF0838,VCF0888,3,3,412,4198,0.0981419723677942
2016,17,VCF0838,VCF0888,4,3,1087,4198,0.258932825154836
2016,18,VCF0838,VCF0890,1,1,68,4197,0.0162020490826781
2016,18,VCF0838,VCF0890,2,1,134,4197,0.0319275673099833
2016,18,VCF0838,VCF0890,3,1,47,4197,0.0111984751012628
2016,18,VCF0838,VCF0890,4,1,74,4197,0.0176316416487968
2016,18,VCF0838,VCF0890,1,2,150,4197,0.0357398141529664
2016,18,VCF0838,VCF0890,2,2,270,4197,0.0643316654753395
2016,18,VCF0838,VCF0890,3,2,153,4197,0.0364546104360257
2016,18,VCF0838,VCF0890,4,2,373,4197,0.0888730045270431
2016,18,VCF0838,VCF0890,1,3,325,4197,0.0774362639980939
2016,18,VCF0838,VCF0890,2,3,706,4197,0.168215391946629
2016,18,VCF0838,VCF0890,3,3,415,4197,0.0988801524898737
2016,18,VCF0838,VCF0890,4,3,1482,4197,0.353109363831308
2016,19,VCF0838,VCF0894,1,1,293,4179,0.0701124670973917
2016,19,VCF0838,VCF0894,2,1,687,4179,0.164393395549174
2016,19,VCF0838,VCF0894,3,1,298,4179,0.0713089255802824
2016,19,VCF0838,VCF0894,4,1,685,4179,0.163914812156018
2016,19,VCF0838,VCF0894,1,2,161,4179,0.0385259631490787
2016,19,VCF0838,VCF0894,2,2,286,4179,0.0684374252213448
2016,19,VCF0838,VCF0894,3,2,225,4179,0.053840631730079
2016,19,VCF0838,VCF0894,4,2,792,4179,0.189519023689878
2016,19,VCF0838,VCF0894,1,3,88,4179,0.0210576692988753
2016,19,VCF0838,VCF0894,2,3,134,4179,0.0320650873414693
2016,19,VCF0838,VCF0894,3,3,87,4179,0.0208183776022972
2016,19,VCF0838,VCF0894,4,3,443,4179,0.106006221584111
2016,20,VCF0838,VCF0879a,1,1,247,3580,0.0689944134078212
2016,20,VCF0838,VCF0879a,2,1,520,3580,0.145251396648045
2016,20,VCF0838,VCF0879a,3,1,240,3580,0.0670391061452514
2016,20,VCF0838,VCF0879a,4,1,567,3580,0.158379888268156
2016,20,VCF0838,VCF0879a,1,2,161,3580,0.0449720670391061
2016,20,VCF0838,VCF0879a,2,2,328,3580,0.0916201117318436
2016,20,VCF0838,VCF0879a,3,2,218,3580,0.0608938547486034
2016,20,VCF0838,VCF0879a,4,2,719,3580,0.200837988826816
2016,20,VCF0838,VCF0879a,1,3,60,3580,0.0167597765363129
2016,20,VCF0838,VCF0879a,2,3,79,3580,0.0220670391061453
2016,20,VCF0838,VCF0879a,3,3,78,3580,0.0217877094972067
2016,20,VCF0838,VCF0879a,4,3,363,3580,0.101396648044693
2016,21,VCF0838,VCF9223,1,1,99,3586,0.0276073619631902
2016,21,VCF0838,VCF9223,2,1,197,3586,0.0549358616843279
2016,21,VCF0838,VCF9223,3,1,81,3586,0.0225878416062465
2016,21,VCF0838,VCF9223,4,1,167,3586,0.0465699944227552
2016,21,VCF0838,VCF9223,1,2,126,3586,0.0351366424986057
2016,21,VCF0838,VCF9223,2,2,245,3586,0.0683212493028444
2016,21,VCF0838,VCF9223,3,2,126,3586,0.0351366424986057
2016,21,VCF0838,VCF9223,4,2,232,3586,0.0646960401561629
2016,21,VCF0838,VCF9223,1,3,174,3586,0.0485220301171221
2016,21,VCF0838,VCF9223,2,3,356,3586,0.0992749581706637
2016,21,VCF0838,VCF9223,3,3,227,3586,0.0633017289459007
2016,21,VCF0838,VCF9223,4,3,702,3586,0.195761293920803
2016,21,VCF0838,VCF9223,1,4,69,3586,0.0192414947016174
2016,21,VCF0838,VCF9223,2,4,124,3586,0.0345789180145008
2016,21,VCF0838,VCF9223,3,4,103,3586,0.0287228109313999
2016,21,VCF0838,VCF9223,4,4,558,3586,0.155605131065254
2016,22,VCF0839,VCF0888,1,1,51,3617,0.0141000829416644
2016,22,VCF0839,VCF0888,2,1,29,3617,0.00801769422173072
2016,22,VCF0839,VCF0888,3,1,37,3617,0.0102294719380702
2016,22,VCF0839,VCF0888,4,1,46,3617,0.0127177218689522
2016,22,VCF0839,VCF0888,5,1,50,3617,0.0138236107271219
2016,22,VCF0839,VCF0888,6,1,44,3617,0.0121647774398673
2016,22,VCF0839,VCF0888,7,1,44,3617,0.0121647774398673
2016,22,VCF0839,VCF0888,1,2,94,3617,0.0259883881669892
2016,22,VCF0839,VCF0888,2,2,133,3617,0.0367708045341443
2016,22,VCF0839,VCF0888,3,2,175,3617,0.0483826375449267
2016,22,VCF0839,VCF0888,4,2,270,3617,0.0746474979264584
2016,22,VCF0839,VCF0888,5,2,199,3617,0.0550179706939453
2016,22,VCF0839,VCF0888,6,2,104,3617,0.0287531103124136
2016,22,VCF0839,VCF0888,7,2,65,3617,0.0179706939452585
2016,22,VCF0839,VCF0888,1,3,230,3617,0.0635886093447609
2016,22,VCF0839,VCF0888,2,3,282,3617,0.0779651645009677
2016,22,VCF0839,VCF0888,3,3,385,3617,0.106441802598839
2016,22,VCF0839,VCF0888,4,3,591,3617,0.163395078794581
2016,22,VCF0839,VCF0888,5,3,385,3617,0.106441802598839
2016,22,VCF0839,VCF0888,6,3,218,3617,0.0602709427702516
2016,22,VCF0839,VCF0888,7,3,185,3617,0.0511473596903511
2016,23,VCF0839,VCF0890,1,1,122,3616,0.0337389380530973
2016,23,VCF0839,VCF0890,2,1,79,3616,0.0218473451327434
2016,23,VCF0839,VCF0890,3,1,54,3616,0.0149336283185841
2016,23,VCF0839,VCF0890,4,1,32,3616,0.00884955752212389
2016,23,VCF0839,VCF0890,5,1,8,3616,0.00221238938053097
2016,23,VCF0839,VCF0890,6,1,7,3616,0.0019358407079646
2016,23,VCF0839,VCF0890,7,1,5,3616,0.00138274336283186
2016,23,VCF0839,VCF0890,1,2,107,3616,0.0295907079646018
2016,23,VCF0839,VCF0890,2,2,159,3616,0.0439712389380531
2016,23,VCF0839,VCF0890,3,2,195,3616,0.0539269911504425
2016,23,VCF0839,VCF0890,4,2,206,3616,0.0569690265486726
2016,23,VCF0839,VCF0890,5,2,91,3616,0.0251659292035398
2016,23,VCF0839,VCF0890,6,2,35,3616,0.00967920353982301
2016,23,VCF0839,VCF0890,7,2,24,3616,0.00663716814159292
2016,23,VCF0839,VCF0890,1,3,147,3616,0.0406526548672566
2016,23,VCF0839,VCF0890,2,3,205,3616,0.0566924778761062
2016,23,VCF0839,VCF0890,3,3,346,3616,0.0956858407079646
2016,23,VCF0839,VCF0890,4,3,667,3616,0.18445796460177
2016,23,VCF0839,VCF0890,5,3,537,3616,0.148506637168142
2016,23,VCF0839,VCF0890,6,3,324,3616,0.0896017699115044
2016,23,VCF0839,VCF0890,7,3,266,3616,0.0735619469026549
2016,24,VCF0839,VCF0894,1,1,332,3602,0.0921710161021655
2016,24,VCF0839,VCF0894,2,1,361,3602,0.100222098833981
2016,24,VCF0839,VCF0894,3,1,415,3602,0.115213770127707
2016,24,VCF0839,VCF0894,4,1,367,3602,0.10188784008884
2016,24,VCF0839,VCF0894,5,1,152,3602,0.0421987784564131
2016,24,VCF0839,VCF0894,6,1,65,3602,0.0180455302609661
2016,24,VCF0839,VCF0894,7,1,51,3602,0.0141588006662965
2016,24,VCF0839,VCF0894,1,2,37,3602,0.0102720710716269
2016,24,VCF0839,VCF0894,2,2,72,3602,0.0199888950583009
2016,24,VCF0839,VCF0894,3,2,155,3602,0.0430316490838423
2016,24,VCF0839,VCF0894,4,2,419,3602,0.116324264297612
2016,24,VCF0839,VCF0894,5,2,312,3602,0.0866185452526374
2016,24,VCF0839,VCF0894,6,2,141,3602,0.0391449194891727
2016,24,VCF0839,VCF0894,7,2,88,3602,0.0244308717379234
2016,24,VCF0839,VCF0894,1,3,7,3602,0.00194336479733481
2016,24,VCF0839,VCF0894,2,3,10,3602,0.00277623542476402
2016,24,VCF0839,VCF0894,3,3,23,3602,0.00638534147695725
2016,24,VCF0839,VCF0894,4,3,116,3602,0.0322043309272626
2016,24,VCF0839,VCF0894,5,3,165,3602,0.0458078845086063
2016,24,VCF0839,VCF0894,6,3,158,3602,0.0438645197112715
2016,24,VCF0839,VCF0894,7,3,156,3602,0.0433092726263187
2016,25,VCF0839,VCF0879a,1,1,223,3113,0.0716350787022165
2016,25,VCF0839,VCF0879a,2,1,227,3113,0.0729200128493415
2016,25,VCF0839,VCF0879a,3,1,251,3113,0.0806296177320912
2016,25,VCF0839,VCF0879a,4,1,339,3113,0.10889816896884
2016,25,VCF0839,VCF0879a,5,1,154,3113,0.049469964664311
2016,25,VCF0839,VCF0879a,6,1,79,3113,0.025377449405718
2016,25,VCF0839,VCF0879a,7,1,81,3113,0.0260199164792804
2016,25,VCF0839,VCF0879a,1,2,79,3113,0.025377449405718
2016,25,VCF0839,VCF0879a,2,2,125,3113,0.040154192097655
2016,25,VCF0839,VCF0879a,3,2,206,3113,0.0661741085769354
2016,25,VCF0839,VCF0879a,4,2,325,3113,0.104400899453903
2016,25,VCF0839,VCF0879a,5,2,264,3113,0.0848056537102474
2016,25,VCF0839,VCF0879a,6,2,136,3113,0.0436877610022486
2016,25,VCF0839,VCF0879a,7,2,98,3113,0.0314808866045615
2016,25,VCF0839,VCF0879a,1,3,21,3113,0.00674590427240604
2016,25,VCF0839,VCF0879a,2,3,35,3113,0.0112431737873434
2016,25,VCF0839,VCF0879a,3,3,51,3113,0.0163829103758432
2016,25,VCF0839,VCF0879a,4,3,101,3113,0.0324445872149052
2016,25,VCF0839,VCF0879a,5,3,141,3113,0.0452939286861548
2016,25,VCF0839,VCF0879a,6,3,99,3113,0.0318021201413428
2016,25,VCF0839,VCF0879a,7,3,78,3113,0.0250562158689367
2016,26,VCF0839,VCF9223,1,1,105,3124,0.0336107554417414
2016,26,VCF0839,VCF9223,2,1,80,3124,0.0256081946222791
2016,26,VCF0839,VCF9223,3,1,61,3124,0.0195262483994878
2016,26,VCF0839,VCF9223,4,1,98,3124,0.0313700384122919
2016,26,VCF0839,VCF9223,5,1,55,3124,0.0176056338028169
2016,26,VCF0839,VCF9223,6,1,28,3124,0.0089628681177977
2016,26,VCF0839,VCF9223,7,1,38,3124,0.0121638924455826
2016,26,VCF0839,VCF9223,1,2,73,3124,0.0233674775928297
2016,26,VCF0839,VCF9223,2,2,98,3124,0.0313700384122919
2016,26,VCF0839,VCF9223,3,2,119,3124,0.0380921895006402
2016,26,VCF0839,VCF9223,4,2,166,3124,0.0531370038412292
2016,26,VCF0839,VCF9223,5,2,78,3124,0.0249679897567222
2016,26,VCF0839,VCF9223,6,2,35,3124,0.0112035851472471
2016,26,VCF0839,VCF9223,7,2,44,3124,0.0140845070422535
2016,26,VCF0839,VCF9223,1,3,113,3124,0.0361715749039693
2016,26,VCF0839,VCF9223,2,3,158,3124,0.0505761843790013
2016,26,VCF0839,VCF9223,3,3,239,3124,0.0765044814340589
2016,26,VCF0839,VCF9223,4,3,321,3124,0.102752880921895
2016,26,VCF0839,VCF9223,5,3,244,3124,0.0781049935979513
2016,26,VCF0839,VCF9223,6,3,122,3124,0.0390524967989757
2016,26,VCF0839,VCF9223,7,3,72,3124,0.0230473751600512
2016,26,VCF0839,VCF9223,1,4,31,3124,0.00992317541613316
2016,26,VCF0839,VCF9223,2,4,55,3124,0.0176056338028169
2016,26,VCF0839,VCF9223,3,4,89,3124,0.0284891165172855
2016,26,VCF0839,VCF9223,4,4,180,3124,0.057618437900128
2016,26,VCF0839,VCF9223,5,4,186,3124,0.059539052496799
2016,26,VCF0839,VCF9223,6,4,133,3124,0.0425736235595391
2016,26,VCF0839,VCF9223,7,4,103,3124,0.0329705505761844
2016,27,VCF0888,VCF0890,1,1,59,4236,0.0139282341831917
2016,27,VCF0888,VCF0890,2,1,88,4236,0.0207743153918791
2016,27,VCF0888,VCF0890,3,1,179,4236,0.0422568460812087
2016,27,VCF0888,VCF0890,1,2,54,4236,0.0127478753541077
2016,27,VCF0888,VCF0890,2,2,379,4236,0.0894711992445703
2016,27,VCF0888,VCF0890,3,2,525,4236,0.123937677053824
2016,27,VCF0888,VCF0890,1,3,228,4236,0.0538243626062323
2016,27,VCF0888,VCF0890,2,3,746,4236,0.176109537299339
2016,27,VCF0888,VCF0890,3,3,1978,4236,0.466949952785647
2016,28,VCF0888,VCF0894,1,1,155,4223,0.0367037650959034
2016,28,VCF0888,VCF0894,2,1,477,4223,0.112952877101587
2016,28,VCF0888,VCF0894,3,1,1349,4223,0.319441155576604
2016,28,VCF0888,VCF0894,1,2,86,4223,0.0203646696661141
2016,28,VCF0888,VCF0894,2,2,548,4223,0.129765569500355
2016,28,VCF0888,VCF0894,3,2,842,4223,0.199384323940327
2016,28,VCF0888,VCF0894,1,3,98,4223,0.0232062514799905
2016,28,VCF0888,VCF0894,2,3,182,4223,0.0430973241771253
2016,28,VCF0888,VCF0894,3,3,486,4223,0.115084063461994
2016,29,VCF0888,VCF0879a,1,1,98,3613,0.027124273456961
2016,29,VCF0888,VCF0879a,2,1,365,3613,0.101024079712151
2016,29,VCF0888,VCF0879a,3,1,1129,3613,0.312482701356214
2016,29,VCF0888,VCF0879a,1,2,111,3613,0.030722391364517
2016,29,VCF0888,VCF0879a,2,2,460,3613,0.127318018267368
2016,29,VCF0888,VCF0879a,3,2,866,3613,0.239690008303349
2016,29,VCF0888,VCF0879a,1,3,79,3613,0.0218654857459175
2016,29,VCF0888,VCF0879a,2,3,206,3613,0.0570163299197343
2016,29,VCF0888,VCF0879a,3,3,299,3613,0.0827567118737891
2016,30,VCF0888,VCF9223,1,1,33,3620,0.00911602209944751
2016,30,VCF0888,VCF9223,2,1,112,3620,0.030939226519337
2016,30,VCF0888,VCF9223,3,1,406,3620,0.112154696132597
2016,30,VCF0888,VCF9223,1,2,44,3620,0.0121546961325967
2016,30,VCF0888,VCF9223,2,2,173,3620,0.0477900552486188
2016,30,VCF0888,VCF9223,3,2,519,3620,0.143370165745856
2016,30,VCF0888,VCF9223,1,3,110,3620,0.0303867403314917
2016,30,VCF0888,VCF9223,2,3,435,3620,0.120165745856354
2016,30,VCF0888,VCF9223,3,3,927,3620,0.256077348066298
2016,30,VCF0888,VCF9223,1,4,102,3620,0.0281767955801105
2016,30,VCF0888,VCF9223,2,4,314,3620,0.0867403314917127
2016,30,VCF0888,VCF9223,3,4,445,3620,0.12292817679558
2016,31,VCF0890,VCF0894,1,1,276,4218,0.0654338549075391
2016,31,VCF0890,VCF0894,2,1,510,4218,0.120910384068279
2016,31,VCF0890,VCF0894,3,1,1193,4218,0.282835467045993
2016,31,VCF0890,VCF0894,1,2,37,4218,0.0087719298245614
2016,31,VCF0890,VCF0894,2,2,374,4218,0.0886676149834045
2016,31,VCF0890,VCF0894,3,2,1061,4218,0.251541014698909
2016,31,VCF0890,VCF0894,1,3,13,4218,0.00308202939781887
2016,31,VCF0890,VCF0894,2,3,67,4218,0.0158843053579896
2016,31,VCF0890,VCF0894,3,3,687,4218,0.162873399715505
2016,32,VCF0890,VCF0879a,1,1,175,3612,0.0484496124031008
2016,32,VCF0890,VCF0879a,2,1,426,3612,0.117940199335548
2016,32,VCF0890,VCF0879a,3,1,987,3612,0.273255813953488
2016,32,VCF0890,VCF0879a,1,2,75,3612,0.0207641196013289
2016,32,VCF0890,VCF0879a,2,2,295,3612,0.081672203765227
2016,32,VCF0890,VCF0879a,3,2,1069,3612,0.295957918050941
2016,32,VCF0890,VCF0879a,1,3,28,3612,0.00775193798449612
2016,32,VCF0890,VCF0879a,2,3,93,3612,0.0257475083056478
2016,32,VCF0890,VCF0879a,3,3,464,3612,0.128460686600221
2016,33,VCF0890,VCF9223,1,1,73,3620,0.0201657458563536
2016,33,VCF0890,VCF9223,2,1,140,3620,0.0386740331491713
2016,33,VCF0890,VCF9223,3,1,338,3620,0.0933701657458564
2016,33,VCF0890,VCF9223,1,2,67,3620,0.0185082872928177
2016,33,VCF0890,VCF9223,2,2,196,3620,0.0541436464088398
2016,33,VCF0890,VCF9223,3,2,470,3620,0.129834254143646
2016,33,VCF0890,VCF9223,1,3,111,3620,0.0306629834254144
2016,33,VCF0890,VCF9223,2,3,348,3620,0.0961325966850829
2016,33,VCF0890,VCF9223,3,3,1012,3620,0.279558011049724
2016,33,VCF0890,VCF9223,1,4,28,3620,0.00773480662983426
2016,33,VCF0890,VCF9223,2,4,129,3620,0.0356353591160221
2016,33,VCF0890,VCF9223,3,4,708,3620,0.195580110497238
2016,34,VCF0894,VCF0879a,1,1,993,3599,0.275909974993054
2016,34,VCF0894,VCF0879a,2,1,440,3599,0.122256182272854
2016,34,VCF0894,VCF0879a,3,1,153,3599,0.0425118088357877
2016,34,VCF0894,VCF0879a,1,2,565,3599,0.156988052236732
2016,34,VCF0894,VCF0879a,2,2,591,3599,0.164212281189219
2016,34,VCF0894,VCF0879a,3,2,278,3599,0.0772436787996666
2016,34,VCF0894,VCF0879a,1,3,135,3599,0.0375104195609892
2016,34,VCF0894,VCF0879a,2,3,216,3599,0.0600166712975827
2016,34,VCF0894,VCF0879a,3,3,228,3599,0.063350930814115
2016,35,VCF0894,VCF9223,1,1,351,3606,0.0973377703826955
2016,35,VCF0894,VCF9223,2,1,132,3606,0.0366056572379368
2016,35,VCF0894,VCF9223,3,1,67,3606,0.0185801442041043
2016,35,VCF0894,VCF9223,1,2,413,3606,0.11453133666112
2016,35,VCF0894,VCF9223,2,2,215,3606,0.0596228508042152
2016,35,VCF0894,VCF9223,3,2,103,3606,0.0285635052689961
2016,35,VCF0894,VCF9223,1,3,693,3606,0.192179700499168
2016,35,VCF0894,VCF9223,2,3,543,3606,0.150582362728785
2016,35,VCF0894,VCF9223,3,3,228,3606,0.0632279534109817
2016,35,VCF0894,VCF9223,1,4,240,3606,0.0665557404326123
2016,35,VCF0894,VCF9223,2,4,358,3606,0.0992789794786467
2016,35,VCF0894,VCF9223,3,4,263,3606,0.0729339988907377
2016,36,VCF0879a,VCF9223,1,1,434,3609,0.120254918259906
2016,36,VCF0879a,VCF9223,2,1,76,3609,0.0210584649487393
2016,36,VCF0879a,VCF9223,3,1,38,3609,0.0105292324743696
2016,36,VCF0879a,VCF9223,1,2,480,3609,0.133000831255195
2016,36,VCF0879a,VCF9223,2,2,210,3609,0.058187863674148
2016,36,VCF0879a,VCF9223,3,2,44,3609,0.0121917428650596
2016,36,VCF0879a,VCF9223,1,3,560,3609,0.155167636464395
2016,36,VCF0879a,VCF9223,2,3,702,3609,0.194513715710723
2016,36,VCF0879a,VCF9223,3,3,206,3609,0.057079523413688
2016,36,VCF0879a,VCF9223,1,4,117,3609,0.0324189526184539
2016,36,VCF0879a,VCF9223,2,4,446,3609,0.123579939041286
2016,36,VCF0879a,VCF9223,3,4,296,3609,0.0820171792740371
2020,1,VCF0806,VCF0809,1,1,637,6862,0.0928300786942582
2020,1,VCF0806,VCF0809,2,1,175,6862,0.025502768872049
2020,1,VCF0806,VCF0809,3,1,103,6862,0.0150102011075488
2020,1,VCF0806,VCF0809,4,1,87,6862,0.0126785193821043
2020,1,VCF0806,VCF0809,5,1,36,6862,0.00524628388225007
2020,1,VCF0806,VCF0809,6,1,26,6862,0.00378898280384728
2020,1,VCF0806,VCF0809,7,1,65,6862,0.00947245700961819
2020,1,VCF0806,VCF0809,1,2,217,6862,0.0316234334013407
2020,1,VCF0806,VCF0809,2,2,228,6862,0.0332264645875838
2020,1,VCF0806,VCF0809,3,2,172,6862,0.0250655785485281
2020,1,VCF0806,VCF0809,4,2,129,6862,0.0187991839113961
2020,1,VCF0806,VCF0809,5,2,80,6862,0.0116584086272224
2020,1,VCF0806,VCF0809,6,2,48,6862,0.00699504517633343
2020,1,VCF0806,VCF0809,7,2,42,6862,0.00612066452929175
2020,1,VCF0806,VCF0809,1,3,106,6862,0.0154473914310697
2020,1,VCF0806,VCF0809,2,3,121,6862,0.0176333430486739
2020,1,VCF0806,VCF0809,3,3,217,6862,0.0316234334013407
2020,1,VCF0806,VCF0809,4,3,242,6862,0.0352666860973477
2020,1,VCF0806,VCF0809,5,3,110,6862,0.0160303118624308
2020,1,VCF0806,VCF0809,6,3,68,6862,0.00990964733313903
2020,1,VCF0806,VCF0809,7,3,72,6862,0.0104925677645001
2020,1,VCF0806,VCF0809,1,4,69,6862,0.0100553774409793
2020,1,VCF0806,VCF0809,2,4,82,6862,0.0119498688429029
2020,1,VCF0806,VCF0809,3,4,150,6862,0.021859516176042
2020,1,VCF0806,VCF0809,4,4,429,6862,0.06251821626348
2020,1,VCF0806,VCF0809,5,4,224,6862,0.0326435441562227
2020,1,VCF0806,VCF0809,6,4,171,6862,0.0249198484406878
2020,1,VCF0806,VCF0809,7,4,224,6862,0.0326435441562227
2020,1,VCF0806,VCF0809,1,5,19,6862,0.00276887204896532
2020,1,VCF0806,VCF0809,2,5,32,6862,0.00466336345088895
2020,1,VCF0806,VCF0809,3,5,72,6862,0.0104925677645001
2020,1,VCF0806,VCF0809,4,5,150,6862,0.021859516176042
2020,1,VCF0806,VCF0809,5,5,194,6862,0.0282716409210143
2020,1,VCF0806,VCF0809,6,5,225,6862,0.032789274264063
2020,1,VCF0806,VCF0809,7,5,283,6862,0.0412416205187992
2020,1,VCF0806,VCF0809,1,6,16,6862,0.00233168172544448
2020,1,VCF0806,VCF0809,2,6,18,6862,0.00262314194112504
2020,1,VCF0806,VCF0809,3,6,33,6862,0.00480909355872923
2020,1,VCF0806,VCF0809,4,6,67,6862,0.00976391722529875
2020,1,VCF0806,VCF0809,5,6,84,6862,0.0122413290585835
2020,1,VCF0806,VCF0809,6,6,206,6862,0.0300204022150976
2020,1,VCF0806,VCF0809,7,6,308,6862,0.0448848732148062
2020,1,VCF0806,VCF0809,1,7,51,6862,0.00743223549985427
2020,1,VCF0806,VCF0809,2,7,13,6862,0.00189449140192364
2020,1,VCF0806,VCF0809,3,7,25,6862,0.003643252696007
2020,1,VCF0806,VCF0809,4,7,62,6862,0.00903526668609735
2020,1,VCF0806,VCF0809,5,7,56,6862,0.00816088603905567
2020,1,VCF0806,VCF0809,6,7,76,6862,0.0110754881958613
2020,1,VCF0806,VCF0809,7,7,542,6862,0.0789857184494317
2020,2,VCF0806,VCF0838,1,1,281,7038,0.0399261153736857
2020,2,VCF0806,VCF0838,2,1,104,7038,0.0147769252628588
2020,2,VCF0806,VCF0838,3,1,85,7038,0.0120772946859903
2020,2,VCF0806,VCF0838,4,1,123,7038,0.0174765558397272
2020,2,VCF0806,VCF0838,5,1,46,7038,0.0065359477124183
2020,2,VCF0806,VCF0838,6,1,29,7038,0.00412048877522023
2020,2,VCF0806,VCF0838,7,1,66,7038,0.00937766410912191
2020,2,VCF0806,VCF0838,1,2,468,7038,0.0664961636828645
2020,2,VCF0806,VCF0838,2,2,273,7038,0.0387894288150043
2020,2,VCF0806,VCF0838,3,2,245,7038,0.0348110258596192
2020,2,VCF0806,VCF0838,4,2,299,7038,0.042483660130719
2020,2,VCF0806,VCF0838,5,2,121,7038,0.0171923842000568
2020,2,VCF0806,VCF0838,6,2,88,7038,0.0125035521454959
2020,2,VCF0806,VCF0838,7,2,179,7038,0.0254333617504973
2020,2,VCF0806,VCF0838,1,3,151,7038,0.0214549587951122
2020,2,VCF0806,VCF0838,2,3,111,7038,0.015771526001705
2020,2,VCF0806,VCF0838,3,3,169,7038,0.0240125035521455
2020,2,VCF0806,VCF0838,4,3,199,7038,0.0282750781472009
2020,2,VCF0806,VCF0838,5,3,117,7038,0.0166240409207161
2020,2,VCF0806,VCF0838,6,3,107,7038,0.0152031827223643
2020,2,VCF0806,VCF0838,7,3,145,7038,0.0206024438761012
2020,2,VCF0806,VCF0838,1,4,225,7038,0.0319693094629156
2020,2,VCF0806,VCF0838,2,4,189,7038,0.0268542199488491
2020,2,VCF0806,VCF0838,3,4,276,7038,0.0392156862745098
2020,2,VCF0806,VCF0838,4,4,578,7038,0.0821256038647343
2020,2,VCF0806,VCF0838,5,4,539,7038,0.0765842568911623
2020,2,VCF0806,VCF0838,6,4,623,7038,0.0885194657573174
2020,2,VCF0806,VCF0838,7,4,1202,7038,0.170787155441887
2020,3,VCF0806,VCF0839,1,1,306,6605,0.046328538985617
2020,3,VCF0806,VCF0839,2,1,58,6605,0.00878122634367903
2020,3,VCF0806,VCF0839,3,1,40,6605,0.0060560181680545
2020,3,VCF0806,VCF0839,4,1,37,6605,0.00560181680545042
2020,3,VCF0806,VCF0839,5,1,9,6605,0.00136260408781226
2020,3,VCF0806,VCF0839,6,1,5,6605,0.000757002271006813
2020,3,VCF0806,VCF0839,7,1,18,6605,0.00272520817562453
2020,3,VCF0806,VCF0839,1,2,218,6605,0.0330052990158971
2020,3,VCF0806,VCF0839,2,2,134,6605,0.0202876608629826
2020,3,VCF0806,VCF0839,3,2,71,6605,0.0107494322482967
2020,3,VCF0806,VCF0839,4,2,54,6605,0.00817562452687358
2020,3,VCF0806,VCF0839,5,2,16,6605,0.0024224072672218
2020,3,VCF0806,VCF0839,6,2,20,6605,0.00302800908402725
2020,3,VCF0806,VCF0839,7,2,9,6605,0.00136260408781226
2020,3,VCF0806,VCF0839,1,3,194,6605,0.0293716881150643
2020,3,VCF0806,VCF0839,2,3,155,6605,0.0234670704012112
2020,3,VCF0806,VCF0839,3,3,159,6605,0.0240726722180167
2020,3,VCF0806,VCF0839,4,3,118,6605,0.0178652535957608
2020,3,VCF0806,VCF0839,5,3,83,6605,0.0125662376987131
2020,3,VCF0806,VCF0839,6,3,42,6605,0.00635881907645723
2020,3,VCF0806,VCF0839,7,3,37,6605,0.00560181680545042
2020,3,VCF0806,VCF0839,1,4,163,6605,0.0246782740348221
2020,3,VCF0806,VCF0839,2,4,164,6605,0.0248296744890235
2020,3,VCF0806,VCF0839,3,4,198,6605,0.0299772899318698
2020,3,VCF0806,VCF0839,4,4,420,6605,0.0635881907645723
2020,3,VCF0806,VCF0839,5,4,194,6605,0.0293716881150643
2020,3,VCF0806,VCF0839,6,4,141,6605,0.0213474640423921
2020,3,VCF0806,VCF0839,7,4,132,6605,0.0199848599545799
2020,3,VCF0806,VCF0839,1,5,59,6605,0.00893262679788039
2020,3,VCF0806,VCF0839,2,5,57,6605,0.00862982588947767
2020,3,VCF0806,VCF0839,3,5,160,6605,0.024224072672218
2020,3,VCF0806,VCF0839,4,5,238,6605,0.0360333080999243
2020,3,VCF0806,VCF0839,5,5,241,6605,0.0364875094625284
2020,3,VCF0806,VCF0839,6,5,270,6605,0.0408781226343679
2020,3,VCF0806,VCF0839,7,5,253,6605,0.0383043149129447
2020,3,VCF0806,VCF0839,1,6,28,6605,0.00423921271763815
2020,3,VCF0806,VCF0839,2,6,38,6605,0.00575321725965178
