"Wave","Edge_ID","Point_edge","Percentile_2_5","Percentile_97_5"
2004,"VCF0809--VCF0839",0.109000188940431,0,0.206631923687186
2004,"VCF0838--VCF9223",0.0742691350936274,0,0.170904519591722
2004,"VCF0879a--VCF9223",0.449956286828701,0.377007083727496,0.528039720449152
2024,"VCF0809--VCF0839",0.282103083965334,0.234854693811928,0.324412218820014
2024,"VCF0838--VCF9223",0.255748972788864,0.207597750333393,0.300210809847843
2024,"VCF0879a--VCF9223",0.256573200491974,0.213643906659082,0.299662236008895
